value_metric,feature,n,n_family,f_statistic,p_value,kruskal_p_value,eta_sq,omega_sq,max_abs_pairwise_d,p_adj_bh,rank_within_metric,rank_score
corrected_fc,delta_auc_late_minus_early,164,2,5.182793284506646,0.024120670963996664,0.06383002470165726,0.031000757809368125,0.024870518575766658,0.35556770784518266,0.22376231920056708,1,2
corrected_fc,metabolic_scope,164,2,3.8659052170737036,0.05098552630592541,0.14284989438243836,0.02330741337114627,0.017174899889498003,0.307090208557989,0.22376231920056708,1,3
corrected_fc,peak_value,164,2,3.8659052170737036,0.05098552630592541,0.14284989438243836,0.02330741337114627,0.017174899889498003,0.307090208557989,0.22376231920056708,1,3
corrected_fc,final_delta,164,2,3.5991391260730072,0.05958885303915331,0.17175396693556108,0.021734044905468566,0.015601155802528622,0.29630548150878244,0.22376231920056708,1,4
corrected_fc,final_value,164,2,3.5991391260730072,0.05958885303915331,0.17175396693556108,0.021734044905468566,0.015601155802528622,0.29630548150878244,0.22376231920056708,1,4
corrected_fc,auc_late,164,2,3.3973466399533634,0.06712869576017012,0.2131700787763263,0.020540514760184793,0.014407360984791931,0.28787920789610594,0.22376231920056708,1,5
corrected_fc,inflection_time,164,2,2.638804594085284,0.10622604863333249,0.08203975847333968,0.016027841070586128,0.009893844610273187,0.2537137381570878,0.29747982587815835,7,7
corrected_fc,auc_total,164,2,2.456481592210622,0.11899193035126335,0.3683607484429016,0.014936970367040685,0.008802807712304154,0.24479194635188067,0.29747982587815835,7,8
corrected_fc,late_early_auc_ratio,164,2,1.9365471881797394,0.1659517840406908,0.03871984905749584,0.01181278501588064,0.005678227197949112,0.21734738050185562,0.36878174231264627,9,10
corrected_fc,stability_cv,164,2,1.61499676490436,0.20561269345231606,0.04430027940127241,0.009870713546050559,0.0037359704582849776,0.198484316795387,0.3868030985091634,10,12
corrected_fc,depression_abs,164,2,1.5649765109665874,0.21274170418003988,0.9130862031702378,0.009567919394172139,0.003433151591213197,0.19538637709062218,0.3868030985091634,10,13
corrected_fc,time_to_vmax,164,2,0.7713768471115885,0.3810922106850253,0.6727074466515675,0.004739020226118317,0,0.13717458913788128,0.6126847513603465,12,15
corrected_fc,auc_early,164,2,0.7174076668844346,0.39824508838422523,0.6463642186126172,0.004408917749925772,0,0.13228889085039786,0.6126847513603465,12,16
corrected_fc,metabolic_depression_index,164,2,0.26643171755977524,0.6064393331394484,0.7783396794391325,0.0016419398315452275,0,0.0806182433273773,0.8085857775192906,14,18
corrected_fc,resilience_ratio,164,2,0.2664317175597461,0.606439333139468,0.7783396794391325,0.0016419398315450481,0,0.08061824332737706,0.8085857775192906,14,19
corrected_fc,time_to_peak,164,2,0.05866026154082539,0.8089324599569875,0.7887978989204932,3.619693106567439e-4,0,0.03782791163690366,0.9563271026071373,16,21
corrected_fc,time_to_min_slope,164,2,0.03628864830062668,0.8491591461036764,0.9444594129486923,2.2395383530038205e-4,0,0.029752657592884677,0.9563271026071373,16,22
corrected_fc,min_slope,164,2,0.030894987551385783,0.8606943923464235,0.49910762101035844,1.9067343640704696e-4,0,0.027452656794546792,0.9563271026071373,16,23
corrected_fc,initial_slope,164,2,0.005665765176790238,0.9400917447557358,0.8243067627613451,3.497263598794517e-5,0,0.011756272762982578,0.9895702576376165,19,25
corrected_fc,vmax,164,2,1.3802863986146698e-4,0.9906406775490796,0.7211972543356401,8.520279151679797e-7,0,0.0018349531174455716,0.9906406775490796,20,27
corrected_fc,time_to_trough,164,2,NA,NA,NA,NA,0,-Inf,NA,NA,NA
corrected_fc,trough_value,164,2,NA,NA,NA,NA,0,-Inf,NA,NA,NA
