trace_id,family_id_group,ploidy,value_metric,baseline_value,final_value,peak_value,trough_value,time_to_peak,time_to_trough,auc_total,auc_early,auc_late,delta_auc_late_minus_early,late_early_auc_ratio,initial_slope,vmax,time_to_vmax,min_slope,time_to_min_slope,inflection_time,metabolic_scope,final_delta,depression_abs,metabolic_depression_index,resilience_ratio,stability_cv,trajectory_class,n_timepoints
20250826 plate1 C08,hnry,diploid,corrected_fc,0,1.0099438136841437,1.0099438136841437,0,4,0,2.9918203954776095,1.120084499270987,1.8717358962066226,0.7516513969356355,1.6710666895442727,0.7431278773407393,0.7431278773407393,0.5,0.010785366519756034,1.5,1.5,1.0099438136841437,1.0099438136841437,0,0,1,0.5873047637054499,monotonic_increase,5
20250826 plate1 D02,hnry,diploid,corrected_fc,0,0.840210833341428,0.840210833341428,0,4,0,2.316233260523317,0.8094809535881572,1.50675230693516,0.6972713533470029,1.8613808024218892,0.48726068169439496,0.48726068169439496,0.5,0.07578421497074417,3.5,1.5,0.840210833341428,0.840210833341428,0,0,1,0.6098222720053679,monotonic_increase,5
20250826 plate1 D03,hnry,triploid,corrected_fc,0,1.125535980411432,1.125535980411432,0,4,0,3.109980532316263,1.0622979121266893,2.0476826201895735,0.9853847080628841,1.927597331044521,0.6182894202779099,0.6182894202779099,0.5,0.08462984227635384,3.5,1.5,1.125535980411432,1.125535980411432,0,0,1,0.6176504535721202,monotonic_increase,5
20250826 plate1 D04,hnry,diploid,corrected_fc,0,1.4557835991752963,1.4557835991752963,0,4,0,3.7948565623138473,1.1981834709347676,2.5966730913790794,1.3984896204443118,2.167174856245742,0.6525193746985791,0.6525193746985791,0.5,0.13266640362005355,3.5,1.5,1.4557835991752963,1.4557835991752963,0,0,1,0.6530244691057266,monotonic_increase,5
20250826 plate1 D05,hnry,triploid,corrected_fc,0,0.943507414837042,0.943507414837042,0,4,0,2.968384921001225,1.146609974998461,1.8217749460027641,0.6751649710043031,1.5888357730406184,0.7201333185998839,0.7201333185998839,0.5,0.019962832651376217,3.5,1.5,0.943507414837042,0.943507414837042,0,0,1,0.5732999594566295,monotonic_increase,5
20250826 plate1 D06,hnry,diploid,corrected_fc,0,1.443924203044676,1.6296486329283235,0,2,0,4.4017230579072635,1.4406002074552595,2.9611228504520044,1.5205226429967449,2.0554785672859675,0.6257758909910975,1.003872741937226,1.5,-0.20531220046281873,2.5,2.5,1.6296486329283235,1.443924203044676,0.18572442988364757,0.11396593482235397,0.886034065177646,0.6744336500629381,rise_then_depress,5
20250826 plate1 D07,hnry,triploid,corrected_fc,0,0.8872761888094316,0.9466169897696802,0,2,0,2.8905013437946305,1.0661406559732443,1.8243606878213863,0.758220031848142,1.711181988605423,0.5928321610884041,0.5928321610884041,0.5,-0.03920289123784981,2.5,2.5,0.9466169897696802,0.8872761888094316,0.05934080096024863,0.06268723422625949,0.9373127657737405,0.5974581886773564,rise_then_depress,5
20250826 plate1 D08,hnry,diploid,corrected_fc,0,0.9588976160390849,0.9588976160390849,0,4,0,2.9230982629324096,1.0929269452968833,1.8301713176355265,0.7372443723386433,1.6745596085000702,0.6897566501061148,0.6897566501061148,0.5,0.011345401613869432,3.5,1.5,0.9588976160390849,0.9588976160390849,0,0,1,0.5821766616125081,monotonic_increase,5
20250826 plate1 E02,hnry,diploid,corrected_fc,0,0.8050578074398849,0.8050578074398849,0,4,0,2.334029692250458,0.8875502434851632,1.4464794487652948,0.5589292052801316,1.6297437349409898,0.5686559561599498,0.5686559561599498,0.5,0.06913261849047703,1.5,1.5,0.8050578074398849,0.8050578074398849,0,0,1,0.5822571058723841,monotonic_increase,5
20250826 plate1 E03,hnry,triploid,corrected_fc,0,1.2110744965307163,1.2110744965307163,0,4,0,3.6016971406115794,1.368781493753638,2.232915646857941,0.8641341531043032,1.6313163620692812,0.8757615822551164,0.8757615822551164,0.5,0.07671600943665502,3.5,1.5,1.2110744965307163,1.2110744965307163,0,0,1,0.5799422405322252,monotonic_increase,5
20250826 plate1 E04,hnry,diploid,corrected_fc,0,1.0217407765059905,1.0217407765059905,0,4,0,2.8389575498499893,0.9806435056786581,1.8583140441713313,0.8776705384926732,1.8949944943399977,0.5818756449211857,0.5818756449211857,0.5,0.07306498134512684,3.5,1.5,1.0217407765059905,1.0217407765059905,0,0,1,0.6128416651136895,monotonic_increase,5
20250826 plate1 E05,hnry,triploid,corrected_fc,0,0.9370013616846902,1.063714756543981,0,3,0,3.291156254993617,1.3165539796561585,1.9746022753374586,0.6580482956813001,1.4998262933762587,0.874167141705026,0.874167141705026,0.5,-0.1267133948592909,3.5,1.5,1.063714756543981,0.9370013616846902,0.1267133948592909,0.11912347185159287,0.8808765281484071,0.5679228278623654,rise_then_depress,5
20250826 plate1 E06,hnry,diploid,corrected_fc,0,0.8256476627396675,0.8514532023138932,0,3,0,2.683027464030633,1.07479047673023,1.608236987300403,0.5334465105701729,1.4963260487691004,0.730830523113554,0.730830523113554,0.5,-0.04291061588020173,1.5,1.5,0.8514532023138932,0.8256476627396675,0.02580553957422571,0.03030764286762568,0.9696923571323743,0.5693845226044734,rise_then_depress,5
20250826 plate1 E07,hnry,triploid,corrected_fc,0,1.1463927729777414,1.1463927729777414,0,4,0,3.4537094699499273,1.237652071299944,2.2160573986499834,0.9784053273500395,1.7905334221453615,0.7360111844130368,0.7360111844130368,0.5,0.005172647703535871,3.5,1.5,1.1463927729777414,1.1463927729777414,0,0,1,0.5960209605521248,monotonic_increase,5
20250826 plate1 E08,hnry,diploid,corrected_fc,0,0.7579737183255203,0.7579737183255203,0,4,0,2.010312889532345,0.6693651578421268,1.340947731690218,0.6715825738480913,2.0033127150106123,0.4379759733190402,0.4379759733190402,0.5,0.024802395727133053,1.5,1.5,0.7579737183255203,0.7579737183255203,0,0,1,0.6386012267716943,monotonic_increase,5
20250826 plate1 F02,hnry,diploid,corrected_fc,0,1.2989000907834003,1.2989000907834003,0,4,0,3.431354779552322,1.0662991174468996,2.365055662105423,1.2987565446585232,2.2180039572462644,0.5597884326712509,0.5597884326712509,0.5,0.08980515884532636,3.5,2.5,1.2989000907834003,1.2989000907834003,0,0,1,0.6592570743867842,monotonic_increase,5
20250826 plate1 F03,hnry,triploid,corrected_fc,0,0.9541680679890658,0.9541680679890658,0,4,0,2.54230678571742,0.9146465880780232,1.6276601976393965,0.7130136095613733,1.779550942249347,0.5694851168112273,0.5694851168112273,0.5,0.11509174984447557,2.5,1.5,0.9541680679890658,0.9541680679890658,0,0,1,0.6065463342057231,monotonic_increase,5
20250826 plate1 F04,hnry,diploid,corrected_fc,0,1.005531851840591,1.005531851840591,0,4,0,2.649819772207863,0.8200441877002465,1.8297755845076167,1.0097313968073702,2.231313399877984,0.4183891750130127,0.4183891750130127,0.5,0.08017720594050348,3.5,2.5,1.005531851840591,1.005531851840591,0,0,1,0.6634583451071617,monotonic_increase,5
20250826 plate1 F05,hnry,triploid,corrected_fc,0,0.6175925985200754,0.7240147430320639,0,3,0,1.8884072516149963,0.6375895881809837,1.2508176634340127,0.613228075253029,1.9617912315703634,0.4195829670390724,0.4195829670390724,0.5,-0.1064221445119885,3.5,1.5,0.7240147430320639,0.6175925985200754,0.1064221445119885,0.14698891912933804,0.8530110808706619,0.6296466685033676,rise_then_depress,5
20250826 plate1 F06,hnry,diploid,corrected_fc,0,1.1620864294897637,1.1677298166261134,0,3,0,3.8891149917498025,1.6277530112333802,2.2613619805164227,0.6336089692830424,1.3892537534321283,1.115164062087953,1.115164062087953,0.5,-0.08998616379709867,1.5,1.5,1.1677298166261134,1.1620864294897637,0.005643387136349709,0.004832784995295382,0.9951672150047046,0.5626531308329603,rise_then_depress,5
