trace_id,family_id_group,ploidy,value_metric,baseline_value,final_value,peak_value,trough_value,time_to_peak,time_to_trough,auc_total,auc_early,auc_late,delta_auc_late_minus_early,late_early_auc_ratio,initial_slope,vmax,time_to_vmax,min_slope,time_to_min_slope,inflection_time,metabolic_scope,final_delta,depression_abs,metabolic_depression_index,resilience_ratio,stability_cv,trajectory_class,n_timepoints
20250826 plate2 D07,hnry,triploid,corrected_fc,0,1.165079519511504,1.165079519511504,0,4,0,2.944151533595579,0.8848854283613754,2.0592661052342036,1.1743806768728282,2.3271556285513006,0.570514483738256,0.570514483738256,0.5,0.0027241186561721698,3.5,3.5,1.165079519511504,1.165079519511504,0,0,1,0.687932343890507,monotonic_increase,5
20250826 plate2 E01,hnry,triploid,corrected_fc,0,0.41410511317848175,0.41410511317848175,0,4,0,1.2958975739119194,0.5141867299490259,0.7817108439628936,0.26752411401386766,1.5202859164420457,0.3367563281764637,0.3367563281764637,0.5,0.01687722757739113,3.5,1.5,0.41410511317848175,0.41410511317848175,0,0,1,0.5685606220351095,monotonic_increase,5
20250826 plate2 E02,hnry,diploid,corrected_fc,0,0.916319806963671,0.916319806963671,0,4,0,2.472196582296669,0.77588315734256,1.6963134249541088,0.9204302676115488,2.1863001006028666,0.4055490495713552,0.4055490495713552,0.5,0.04850039326260247,3.5,2.5,0.916319806963671,0.916319806963671,0,0,1,0.6544268358829634,monotonic_increase,5
20250826 plate2 E03,hnry,triploid,corrected_fc,0,0.7298076152720068,0.7298076152720068,0,4,0,2.055330426289836,0.7416049824005784,1.3137254438892572,0.5721204614886788,1.7714625374235249,0.5138028243457065,0.5138028243457065,0.5,-0.058198508235962565,1.5,1.5,0.7298076152720068,0.7298076152720068,0,0,1,0.6133283617368592,rise_then_depress,5
20250826 plate2 E04,hnry,diploid,corrected_fc,0,0.7986217747519282,0.8091558768574584,0,3,0,2.2097237331607436,0.7666301293261037,1.4430936038346398,0.6764634745085361,1.8823857146120417,0.5320032897248864,0.5320032897248864,0.5,-0.0627496105224516,1.5,1.5,0.8091558768574584,0.7986217747519282,0.010534102105530185,0.013018631399479882,0.9869813686005201,0.6315055311852631,rise_then_depress,5
20250826 plate2 E05,hnry,triploid,corrected_fc,0,0.7129434031928384,0.7129434031928384,0,4,0,2.223173934480395,0.8905403682596091,1.3326335662207858,0.44209319796117663,1.4964325186349083,0.5964186865586972,0.5964186865586972,0.5,-0.008175323156873637,1.5,1.5,0.7129434031928384,0.7129434031928384,0,0,1,0.5686530726812874,rise_then_depress,5
20250826 plate2 E06,hnry,diploid,corrected_fc,0,1.01778867470797,1.01778867470797,0,4,0,2.465212639621959,0.7176089587308467,1.7476036808911126,1.0299947221602659,2.435314748553168,0.4605975089061856,0.46767499406314417,2.5,0.03609078099550367,3.5,3.5,1.01778867470797,1.01778867470797,0,0,1,0.7067603004148935,monotonic_increase,5
20250826 plate2 E07,hnry,triploid,corrected_fc,0,0.8956070223664525,0.8956070223664525,0,4,0,2.6346785763016642,0.9455733774030108,1.6891051988986536,0.7435318214956428,1.7863290562787744,0.5838960766779165,0.5838960766779165,0.5,0.015982635376119436,3.5,1.5,0.8956070223664525,0.8956070223664525,0,0,1,0.5958143605676323,monotonic_increase,5
20250826 plate2 F01,hnry,triploid,corrected_fc,0,1.1002796185032668,1.1194434505262898,0,3,0,2.888497834789182,0.8524307061123259,2.036067128676856,1.18363642256453,2.3885426863172627,0.4859468372133928,0.4859468372133928,0.5,-0.019163832023022964,3.5,3.5,1.1194434505262898,1.1002796185032668,0.019163832023022964,0.01711907110092374,0.9828809288990763,0.6790297579923299,rise_then_depress,5
20250826 plate2 F02,hnry,diploid,corrected_fc,0,0.6444416485083779,0.6444416485083779,0,4,0,1.8433350990617188,0.6551584500342843,1.1881766490274346,0.5330181989931503,1.8135714329339072,0.4233109281516553,0.4233109281516553,0.5,0.010333345617761336,3.5,1.5,0.6444416485083779,0.6444416485083779,0,0,1,0.6039345179827499,monotonic_increase,5
20250826 plate2 F03,hnry,triploid,corrected_fc,0,0.7484715393369024,0.7484715393369024,0,4,0,1.7581723097556705,0.5894055371300971,1.1687667726255735,0.5793612354954764,1.9829585896265447,0.3792105507920549,0.3792105507920549,0.5,0.04117942188402951,1.5,1.5,0.7484715393369024,0.7484715393369024,0,0,1,0.6556483223479864,monotonic_increase,5
20250826 plate2 F04,hnry,diploid,corrected_fc,0,0.7828949074851849,0.7828949074851849,0,4,0,1.9396802224760632,0.612009390274869,1.327670832201194,0.7156614419263251,2.1693634988262245,0.3821561344210806,0.3821561344210806,0.5,0.07652478488037173,3.5,1.5,0.7828949074851849,0.7828949074851849,0,0,1,0.6632042043465737,monotonic_increase,5
20250826 plate2 F05,hnry,triploid,corrected_fc,0,0.9185145962820652,0.9185145962820652,0,4,0,2.4754662353553707,0.8070540208228137,1.668412214532557,0.8613581937097433,2.06728691201063,0.4846861468239067,0.4846861468239067,0.5,0.031727553889447924,3.5,1.5,0.9185145962820652,0.9185145962820652,0,0,1,0.6364235268942275,monotonic_increase,5
20250826 plate2 F06,hnry,diploid,corrected_fc,0,1.2091075032528535,1.2091075032528535,0,4,0,3.230202507003024,1.0627045815835232,2.1674979254195006,1.1047933438359774,2.0396053268065697,0.671226354737795,0.671226354737795,0.5,0.03764155630550792,3.5,1.5,1.2091075032528535,1.2091075032528535,0,0,1,0.6376840429746555,monotonic_increase,5
20250826 plate2 F07,hnry,triploid,corrected_fc,0,0.9914383171499322,0.9914383171499322,0,4,0,2.305205205536373,0.6222465922546295,1.6829586132817433,1.060712021027114,2.704648983586655,0.39873378645873936,0.5167010373191069,2.5,0.02771166823904503,3.5,3.5,0.9914383171499322,0.9914383171499322,0,0,1,0.7475731974006475,monotonic_increase,5
20250826 plate3 A01,hnry,triploid,corrected_fc,0,1.0580145565758798,1.0580145565758798,0,4,0,2.982903953303556,1.0648256901617583,1.9180782631417976,0.8532525729800393,1.8013072757949906,0.6786299413127049,0.6786299413127049,0.5,0.055139320571075734,3.5,1.5,1.0580145565758798,1.0580145565758798,0,0,1,0.6021775540607348,monotonic_increase,5
20250826 plate3 A02,hnry,diploid,corrected_fc,0,1.0204157841718575,1.0204157841718575,0,4,0,2.8171490009667943,0.9068492733606361,1.9102997276061584,1.0034504542455223,2.1065239656937673,0.5079288315454823,0.5079288315454823,0.5,0.019244390466781613,3.5,1.5,1.0204157841718575,1.0204157841718575,0,0,1,0.6392518151232024,monotonic_increase,5
20250826 plate3 A03,hnry,triploid,corrected_fc,0,1.0567302022158234,1.0577379010553956,0,3,0,3.129254534627982,1.1275982926514883,2.0016562419764936,0.8740579493250054,1.775150117751335,0.712045052838302,0.712045052838302,0.5,-0.0010076988395721909,3.5,1.5,1.0577379010553956,1.0567302022158234,0.0010076988395721909,9.526923811340442e-4,0.999047307618866,0.5949231807521735,rise_then_depress,5
20250826 plate3 A04,hnry,diploid,corrected_fc,0,0.629675141517802,0.629675141517802,0,4,0,1.8911700548409218,0.7076186476498593,1.1835514071910627,0.4759327595412034,1.6725836877276619,0.45100893629412536,0.45100893629412536,0.5,0.017571016441374265,3.5,1.5,0.629675141517802,0.629675141517802,0,0,1,0.583024265976911,monotonic_increase,5
20250826 plate3 A06,hnry,diploid,corrected_fc,0,1.0093807908614332,1.1884573084790615,0,3,0,3.1765738153249683,1.1057731311262395,2.070800684198729,0.9650275530724894,1.8727174914167073,0.728120150837289,0.728120150837289,0.5,-0.17907651761762833,3.5,1.5,1.1884573084790615,1.0093807908614332,0.17907651761762833,0.15067980678818244,0.8493201932118175,0.6155584742403409,rise_then_depress,5
20250826 plate3 A07,hnry,triploid,corrected_fc,0,0.8983900020444752,0.9150296558106302,0,3,0,2.7193361822870177,0.9458379503375685,1.7734982319494494,0.827660281611881,1.8750550570702835,0.5365643752209871,0.5365643752209871,0.5,-0.01663965376615506,3.5,1.5,0.9150296558106302,0.8983900020444752,0.01663965376615506,0.01818482456878831,0.9818151754312117,0.6082982264870149,rise_then_depress,5
20250826 plate3 A08,hnry,diploid,corrected_fc,0,0.8921226978950667,0.898376062011288,0,3,0,2.4998038111431415,0.8545392125257756,1.645264598617366,0.7907253860915904,1.9253237001897554,0.5537120248672308,0.5537120248672308,0.5,-0.006253364116221238,3.5,1.5,0.898376062011288,0.8921226978950667,0.006253364116221238,0.0069607421442432265,0.9930392578557568,0.6212671637378607,rise_then_depress,5
20250826 plate3 B01,hnry,triploid,corrected_fc,0,1.1710751239566648,1.1710751239566648,0,4,0,3.3428424606602327,1.1811976368156478,2.1616448238445845,0.9804471870289366,1.830044995409991,0.7297935072060409,0.7297935072060409,0.5,0.0463719917000196,3.5,1.5,1.1710751239566648,1.1710751239566648,0,0,1,0.6029319444407398,monotonic_increase,5
20250826 plate3 B02,hnry,diploid,corrected_fc,0,0.40470124278283576,0.40470124278283576,0,4,0,1.3124253597662716,0.5245162686288495,0.7879090911374221,0.26339282250857265,1.5021633040994402,0.3403910635818706,0.3403910635818706,0.5,0.0032679780838104633,3.5,1.5,0.40470124278283576,0.40470124278283576,0,0,1,0.5657243751786855,monotonic_increase,5
20250826 plate3 B03,hnry,triploid,corrected_fc,0,1.4631360871771908,1.4918166343410733,0,3,0,4.087429508203742,1.1835098443120762,2.903919663891666,1.7204098195795896,2.4536506205232205,0.5029748583500793,0.8580951135739145,1.5,-0.028680547163882464,3.5,2.5,1.4918166343410733,1.4631360871771908,0.028680547163882464,0.019225249607536715,0.9807747503924633,0.7012617038147624,rise_then_depress,5
20250826 plate3 B04,hnry,diploid,corrected_fc,0,1.3495821629521538,1.3495821629521538,0,4,0,3.4040843176532087,1.049700162316897,2.354384155336312,1.304683993019415,2.242911109149224,0.7120366219026681,0.7120366219026681,0.5,-0.03670954107421054,1.5,1.5,1.3495821629521538,1.3495821629521538,0,0,1,0.6873837927906192,rise_then_depress,5
20250826 plate3 B06,hnry,diploid,corrected_fc,0,0.7457121280131456,0.7457121280131456,0,4,0,2.248124368588596,0.8197501419090047,1.4283742266795911,0.6086240847705864,1.742450722061779,0.4972075034816644,0.4972075034816644,0.5,0.012736603767467547,3.5,1.5,0.7457121280131456,0.7457121280131456,0,0,1,0.5901360824430166,monotonic_increase,5
20250826 plate3 B07,hnry,triploid,corrected_fc,0,0.6270423050052865,0.6270423050052865,0,4,0,1.8221419913575603,0.6664496304976711,1.1556923608598892,0.4892427303622181,1.7341030859254527,0.44130207281172246,0.44130207281172246,0.5,0.008993042560174802,1.5,1.5,0.6270423050052865,0.6270423050052865,0,0,1,0.5959728279339271,monotonic_increase,5
20250826 plate3 B08,hnry,diploid,corrected_fc,0,1.5622093229294485,1.5693195492881744,0,3,0,4.797139988574871,1.6939759869847113,3.10316400159016,1.4091880146054487,1.8318819306959675,0.94123619614745,0.94123619614745,0.5,-0.007110226358725935,3.5,2.5,1.5693195492881744,1.5622093229294485,0.007110226358725935,0.004530770270434121,0.9954692297295659,0.6066524701254672,rise_then_depress,5
20250826 plate3 C01,hnry,triploid,corrected_fc,0,0.8258928206831313,0.8663606073699938,0,3,0,2.2772968425808884,0.7315083004807064,1.5457885421001822,0.8142802416194759,2.1131524291445176,0.46502677609208354,0.46502677609208354,0.5,-0.04046778668686246,3.5,1.5,0.8663606073699938,0.8258928206831313,0.04046778668686246,0.04671009547595926,0.9532899045240407,0.6475031995986626,rise_then_depress,5
20250826 plate3 C02,hnry,diploid,corrected_fc,0,0.5482019453417912,0.5482019453417912,0,4,0,1.5144421279611138,0.5496243182986749,0.9648178096624389,0.41519349136376404,1.7554132478143754,0.36627341841167016,0.36627341841167016,0.5,4.283813623393584e-4,1.5,1.5,0.5482019453417912,0.5482019453417912,0,0,1,0.6041195415623487,monotonic_increase,5
20250826 plate3 C03,hnry,triploid,corrected_fc,0,0.7698577708274814,0.7748576024862902,0,3,0,2.2171916090184296,0.7058341542073621,1.5113574548110675,0.8055233006037055,2.141235934535206,0.3542631872963254,0.3542631872963254,0.5,-0.004999831658808795,3.5,2.5,0.7748576024862902,0.7698577708274814,0.004999831658808795,0.006452581277857771,0.9935474187221423,0.6507581364715177,rise_then_depress,5
20250826 plate3 C04,hnry,diploid,corrected_fc,0,1.213013639618426,1.213013639618426,0,4,0,3.0748482630959826,0.9299439757172873,2.1449042873786954,1.2149603116614083,2.3064876416068842,0.5841052980053425,0.5841052980053425,0.5,0.020454849760888072,3.5,3.5,1.213013639618426,1.213013639618426,0,0,1,0.6800207324332643,monotonic_increase,5
20250826 plate3 C06,hnry,diploid,corrected_fc,0,1.8519834328052256,1.8519834328052256,0,4,0,4.856098508852389,1.4756529975469825,3.380445511305406,1.9047925137584234,2.290813298875014,0.8174335028292166,0.8174335028292166,0.5,0.055749132620198205,3.5,3.5,1.8519834328052256,1.8519834328052256,0,0,1,0.6657643744389254,monotonic_increase,5
20250826 plate3 C07,hnry,triploid,corrected_fc,0,0.8259791157176686,0.8501551883857471,0,3,0,2.471298367342234,0.8495203807720509,1.621777986570183,0.772257605798132,1.9090512991534094,0.4908871404464495,0.4908871404464495,0.5,-0.02417607266807853,3.5,1.5,0.8501551883857471,0.8259791157176686,0.02417607266807853,0.028437246514937394,0.9715627534850626,0.6108224228443067,rise_then_depress,5
20250826 plate3 C08,hnry,diploid,corrected_fc,0,1.882248080830884,1.8832741078828428,0,3,0,5.179881566220912,1.5672941815854762,3.612587384635436,2.04529320304996,2.304983599812091,0.7791049452483249,0.797273527425978,1.5,-0.0010260270519588666,3.5,2.5,1.8832741078828428,1.882248080830884,0.0010260270519588666,5.448102576593672e-4,0.9994551897423406,0.6696515812512556,rise_then_depress,5
20250826 plate3 D01,hnry,triploid,corrected_fc,0,1.036947544957229,1.036947544957229,0,4,0,2.6114736638065343,0.8521656765884869,1.7593079872180475,0.9071423106295606,2.0645140206317207,0.5590774290319579,0.5590774290319579,0.5,0.02709906608110013,1.5,1.5,1.036947544957229,1.036947544957229,0,0,1,0.6539584768566999,monotonic_increase,5
20250826 plate3 D02,hnry,diploid,corrected_fc,0,0.8587762531517206,0.9846604703056112,0,3,0,2.382559073677964,0.6625218901462914,1.7200371835316721,1.0575152933853809,2.596196758346914,0.3565333034960907,0.37268329700520986,2.5,-0.12588421715389064,3.5,3.5,0.9846604703056112,0.8587762531517206,0.12588421715389064,0.12784530399074484,0.8721546960092552,0.7041448765145254,rise_then_depress,5
20250826 plate3 D03,hnry,triploid,corrected_fc,0,0.752958780206515,0.752958780206515,0,4,0,2.151942163511633,0.7590571642203023,1.392884999291331,0.6338278350710287,1.8350198969824516,0.48702106965536063,0.48702106965536063,0.5,0.008589265583383243,3.5,1.5,0.752958780206515,0.752958780206515,0,0,1,0.6060165035434998,monotonic_increase,5
20250826 plate3 D04,hnry,diploid,corrected_fc,0,1.0208656563007148,1.0208656563007148,0,4,0,2.5434823438166796,0.7684246613102439,1.7750576825064357,1.0066330211961918,2.3099957248636165,0.5115811963820085,0.5115811963820085,0.5,0.0021057334744623013,1.5,1.5,1.0208656563007148,1.0208656563007148,0,0,1,0.6937060940817492,monotonic_increase,5
20250826 plate3 D06,hnry,diploid,corrected_fc,0,0.5150532290258147,0.5162336966318116,0,3,0,1.4579502514980998,0.5086409887835182,0.9493092627145816,0.44066827393106345,1.8663640635509529,0.33309203721365555,0.33309203721365555,0.5,-0.0011804676059968822,3.5,1.5,0.5162336966318116,0.5150532290258147,0.0011804676059968822,0.002286692274640134,0.9977133077253598,0.6138502806413281,rise_then_depress,5
20250826 plate3 D07,hnry,triploid,corrected_fc,0,0.730226138233445,0.730226138233445,0,4,0,2.0554324113752083,0.7377469315587275,1.3176854798164808,0.5799385482577533,1.7860941515980917,0.4927202971378871,0.4927202971378871,0.5,-0.0026670282962064085,1.5,1.5,0.730226138233445,0.730226138233445,0,0,1,0.6066197935871338,rise_then_depress,5
20250826 plate3 D08,hnry,diploid,corrected_fc,0,0.8548808642355094,0.8548808642355094,0,4,0,2.4477279023153566,0.8047793958274266,1.6429485064879301,0.8381691106605035,2.0414892764479236,0.4359596911075807,0.4359596911075807,0.5,0.008192494585179788,3.5,2.5,0.8548808642355094,0.8548808642355094,0,0,1,0.6321534342611717,monotonic_increase,5
20250826 plate3 E01,hnry,triploid,corrected_fc,0,0.7920735522215064,0.7920735522215064,0,4,0,2.0324939646302846,0.6327831174796963,1.3997108471505884,0.7669277296708921,2.2119914524987307,0.4117763076185237,0.4117763076185237,0.5,0.009406291042843962,3.5,1.5,0.7920735522215064,0.7920735522215064,0,0,1,0.6713676912116008,monotonic_increase,5
20250826 plate3 E02,hnry,diploid,corrected_fc,0,0.7805777737977024,0.7805777737977024,0,4,0,2.1484429618324774,0.6890079010385729,1.4594350607939044,0.7704271597553315,2.1181688317275196,0.39460417133384224,0.39460417133384224,0.5,0.00583532960737998,3.5,1.5,0.7805777737977024,0.7805777737977024,0,0,1,0.6403880322635948,monotonic_increase,5
20250826 plate3 E03,hnry,triploid,corrected_fc,0,0.5555511046693553,0.5555511046693553,0,4,0,1.5922707197756936,0.5912332190938141,1.0010375006818795,0.40980428158806537,1.6931347366038978,0.39516733175644914,0.39516733175644914,0.5,-0.0030355570817190425,1.5,1.5,0.5555511046693553,0.5555511046693553,0,0,1,0.5934878826788471,rise_then_depress,5
20250826 plate3 E04,hnry,diploid,corrected_fc,0,0.97677984510876,0.97677984510876,0,4,0,2.642695771273424,0.8722665077621399,1.770429263511284,0.8981627557491441,2.029688458466029,0.5395150685533557,0.5395150685533557,0.5,0.027491943360640203,3.5,1.5,0.97677984510876,0.97677984510876,0,0,1,0.6329798795674485,monotonic_increase,5
20250826 plate3 E06,hnry,diploid,corrected_fc,0,0.6281222985732385,0.6281222985732385,0,4,0,1.8354377218962707,0.6748917761557485,1.1605459457405223,0.4856541695847738,1.719603033765071,0.4391851761426302,0.4391851761426302,0.5,0.017344102132453854,3.5,1.5,0.6281222985732385,0.6281222985732385,0,0,1,0.5914859003886572,monotonic_increase,5
20250826 plate3 E08,hnry,diploid,corrected_fc,0,0.8397390731638614,0.8397390731638614,0,4,0,2.3901624475703653,0.865458291080933,1.5247041564894321,0.6592458654084992,1.7617303712985632,0.6001731171231145,0.6001731171231145,0.5,-0.06960276920747777,1.5,1.5,0.8397390731638614,0.8397390731638614,0,0,1,0.6115219475411839,rise_then_depress,5
20250826 plate3 F01,hnry,triploid,corrected_fc,0,1.2206200469287694,1.2206200469287694,0,4,0,3.2191923252416403,0.9924249609961832,2.226767364245457,1.2343424032492738,2.2437639637864986,0.551680635762287,0.551680635762287,0.5,0.04490703138159313,3.5,3.5,1.2206200469287694,1.2206200469287694,0,0,1,0.6595066456137333,monotonic_increase,5
20250826 plate3 F02,hnry,diploid,corrected_fc,0,0.9000299945249414,0.9000299945249414,0,4,0,2.5587692738250403,0.8809141739154329,1.6778550999096074,0.7969409259941744,1.904674881608478,0.5412706090839022,0.5412706090839022,0.5,0.011833456709335444,3.5,1.5,0.9000299945249414,0.9000299945249414,0,0,1,0.6121629450601748,monotonic_increase,5
20250826 plate3 F03,hnry,triploid,corrected_fc,0,0.6099477399861429,0.6099477399861429,0,4,0,1.5597570469162139,0.4956311225851965,1.0641259243310173,0.5684948017458208,2.1470119123685567,0.32354751574929175,0.32354751574929175,0.5,0.020619697922517666,1.5,1.5,0.6099477399861429,0.6099477399861429,0,0,1,0.6627543327493514,monotonic_increase,5
20250826 plate3 F04,hnry,diploid,corrected_fc,0,1.110320429041484,1.110320429041484,0,4,0,2.7910625991678604,0.786493446319937,2.0045691528479233,1.2180757065279861,2.5487423477302396,0.4220289675325566,0.4220289675325566,0.5,0.025375969501683526,3.5,3.5,1.110320429041484,1.110320429041484,0,0,1,0.7008205736613575,monotonic_increase,5
20250826 plate3 F06,hnry,diploid,corrected_fc,0,0.5153160276021687,0.5153160276021687,0,4,0,1.5033732310229362,0.5637945838289913,0.9395786471939448,0.3757840633649535,1.6665265579758308,0.3748342863791366,0.3748342863791366,0.5,0.003086308520572789,1.5,1.5,0.5153160276021687,0.5153160276021687,0,0,1,0.5881403127242917,monotonic_increase,5
20250826 plate4 A01,hnry,triploid,corrected_fc,0,1.1190613524642368,1.1190613524642368,0,4,0,3.107975893818307,1.016418229830767,2.09155766398754,1.075139434156773,2.0577726792009456,0.5897891401207783,0.5897891401207783,0.5,0.013663454418803678,3.5,1.5,1.1190613524642368,1.1190613524642368,0,0,1,0.6321410041344825,monotonic_increase,5
20250826 plate4 A03,hnry,triploid,corrected_fc,0,0.6120770006770956,0.6164215179873377,0,3,0,1.850872424807558,0.6721632693322722,1.178709155475286,0.5065458861430138,1.753605424834084,0.4159141321828718,0.4159141321828718,0.5,-0.004344517310242102,3.5,1.5,0.6164215179873377,0.6120770006770956,0.004344517310242102,0.0070479650425366,0.9929520349574634,0.5907819788429658,rise_then_depress,5
20250826 plate4 A04,hnry,diploid,corrected_fc,0,0.6558602773884199,0.6849594337689628,0,3,0,1.9229545253082008,0.6584495959011927,1.2645049294070083,0.6060553335058156,1.9204278311938712,0.4068342389573571,0.4068342389573571,0.5,-0.029099156380542945,3.5,1.5,0.6849594337689628,0.6558602773884199,0.029099156380542945,0.042483036141901076,0.9575169638580989,0.6131697606527201,rise_then_depress,5
20250826 plate4 A05,hnry,triploid,corrected_fc,0,1.1207116900062493,1.212138279397554,0,2,0,3.7955590502320664,1.442589476323747,2.3529695739083194,0.9103800975845724,1.631073574655874,0.83652033662497,0.83652033662497,0.5,-0.06583289920016844,3.5,1.5,1.212138279397554,1.1207116900062493,0.09142658939130466,0.07542587421357956,0.9245741257864204,0.5847717062598861,rise_then_depress,5
20250826 plate4 A06,hnry,diploid,corrected_fc,0,0.17978284966172217,0.17978284966172217,0,4,0,0.4288814302831464,0.1152138216369344,0.313667608646212,0.19845378700927763,2.7224824607819342,0.05643395094375097,0.061125790442615895,1.5,0.014786536539554695,3.5,3.5,0.17978284966172217,0.17978284966172217,0,0,1,0.7264759742555587,monotonic_increase,5
20250826 plate4 A07,hnry,triploid,corrected_fc,0,0.8474983067183811,0.854837411619261,0,3,0,2.6555344726117345,1.0271763022939266,1.6283581703178078,0.6011818680238812,1.5852762244235001,0.6774046969545702,0.6774046969545702,0.5,-0.007339104900879856,3.5,1.5,0.854837411619261,0.8474983067183811,0.007339104900879856,0.008585381034011933,0.991414618965988,0.5745662515983938,rise_then_depress,5
20250826 plate4 A08,hnry,diploid,corrected_fc,0,1.0546843692354833,1.0546843692354833,0,4,0,2.8259046706743183,0.9013737077942183,1.9245309628800995,1.0231572550858812,2.1351088302649557,0.5389106288053067,0.5389106288053067,0.5,0.01995866996203688,3.5,1.5,1.0546843692354833,1.0546843692354833,0,0,1,0.6457074995513636,monotonic_increase,5
20250826 plate4 B01,hnry,triploid,corrected_fc,0,0.5518903523767226,0.5518903523767226,0,4,0,1.3363352306185843,0.3736346025424562,0.9627006280761281,0.5890660255336719,2.5765831684894236,0.23633031483152572,0.2748425887549755,2.5,0.0024391881998861997,3.5,3.5,0.5518903523767226,0.5518903523767226,0,0,1,0.7237357352648318,monotonic_increase,5
20250826 plate4 B03,hnry,triploid,corrected_fc,0,0.4008442335554446,0.4236867193414165,0,3,0,1.3374000825656325,0.5460198255062415,0.7913802570593911,0.24536043155314957,1.4493617632393916,0.3787484045659893,0.3787484045659893,0.5,-0.044205562685484756,1.5,1.5,0.4236867193414165,0.4008442335554446,0.022842485785971922,0.05391362236106561,0.9460863776389344,0.5691638092856429,rise_then_depress,5
20250826 plate4 B04,hnry,diploid,corrected_fc,0,0.92166430667261,0.9339426185085782,0,3,0,2.8215166041619764,1.0188144352207673,1.802702168941209,0.7838877337204417,1.7694116873703116,0.6108870381244413,0.6108870381244413,0.5,-0.01227831183596817,3.5,1.5,0.9339426185085782,0.92166430667261,0.01227831183596817,0.013146751837468903,0.9868532481625311,0.5927931310418042,rise_then_depress,5
20250826 plate4 B05,hnry,triploid,corrected_fc,0,1.1376664924038726,1.1427094965372269,0,2,0,3.5778070207140087,1.3341758292301995,2.243631191483809,0.9094553622536095,1.681660799370314,0.7628210809615861,0.7628210809615861,0.5,-0.03926629952396743,2.5,2.5,1.1427094965372269,1.1376664924038726,0.005043004133354234,0.004413198760171452,0.9955868012398286,0.5909098514166153,rise_then_depress,5
20250826 plate4 B06,hnry,diploid,corrected_fc,0,0.9658706717341384,0.9658706717341384,0,4,0,2.2649867691915455,0.7559280816741683,1.5090586875173773,0.753130605843209,1.9962992830948103,0.4455026138143051,0.4455026138143051,0.5,0.09484694807071836,2.5,1.5,0.9658706717341384,0.9658706717341384,0,0,1,0.6553201618814374,monotonic_increase,5
20250826 plate4 B07,hnry,triploid,corrected_fc,0,0.797951819415167,0.797951819415167,0,4,0,2.512609689539887,0.9815136470561795,1.531096042483707,0.5495823954275275,1.5599335241806074,0.6238872193510365,0.6238872193510365,0.5,0.023458114344186543,3.5,1.5,0.797951819415167,0.797951819415167,0,0,1,0.5707999581651536,monotonic_increase,5
20250826 plate4 B08,hnry,diploid,corrected_fc,0,1.6801752408288702,1.6801752408288702,0,4,0,4.4918975483702,1.3777021409274046,3.1141954074427947,1.73649326651539,2.260427210591735,0.7541845461664423,0.7541845461664423,0.5,0.029585048561473037,3.5,3.5,1.6801752408288702,1.6801752408288702,0,0,1,0.6606413611945898,monotonic_increase,5
20250826 plate4 C01,hnry,triploid,corrected_fc,0,0.613168368166766,0.613168368166766,0,4,0,1.8406826919124297,0.7081151277970188,1.132567564115411,0.42445243631839213,1.5994116205918163,0.48611136463402327,0.48611136463402327,0.5,-0.04210383830803238,1.5,1.5,0.613168368166766,0.613168368166766,0,0,1,0.5845320489979816,rise_then_depress,5
20250826 plate4 C03,hnry,triploid,corrected_fc,0,1.10270033700305,1.214895633934165,0,3,0,2.9409081348276054,0.841169459660339,2.0997386751672664,1.2585692155069275,2.4962136357341516,0.5076765869287626,0.5479098884710121,2.5,-0.11219529693111507,3.5,3.5,1.214895633934165,1.10270033700305,0.11219529693111507,0.09234974083147864,0.9076502591685214,0.6997053669997891,rise_then_depress,5
20250826 plate4 C04,hnry,diploid,corrected_fc,0,1.152810116021413,1.1953353414816932,0,3,0,3.1488885037193883,0.9916606686566951,2.157227835062693,1.165567166405998,2.175368957594009,0.6061732330864018,0.6061732330864018,0.5,-0.04252522546028015,3.5,3.5,1.1953353414816932,1.152810116021413,0.04252522546028015,0.035575979379616984,0.964424020620383,0.652055742480715,rise_then_depress,5
20250826 plate4 C05,hnry,triploid,corrected_fc,0,1.189154725320152,1.189154725320152,0,4,0,3.4706043497973713,1.267735378966441,2.2028689708309304,0.9351335918644894,1.7376409993597284,0.7990839687446843,0.7990839687446843,0.5,0.04951452737105444,3.5,1.5,1.189154725320152,1.189154725320152,0,0,1,0.5914036010952353,monotonic_increase,5
20250826 plate4 C06,hnry,diploid,corrected_fc,0,2.0636344894807874,2.1268766827899945,0,3,0,5.653856062038759,1.7059998505124878,3.947856211526272,2.241856361013784,2.3141011473947803,0.916837566516604,0.916837566516604,0.5,-0.0632421933092071,3.5,3.5,2.1268766827899945,2.0636344894807874,0.0632421933092071,0.0297347720349481,0.9702652279650519,0.6662161143692482,rise_then_depress,5
20250826 plate4 C07,hnry,triploid,corrected_fc,0,1.1112840726345077,1.1112840726345077,0,4,0,3.2976567027360737,1.1411781924747317,2.1564785102613424,1.0153003177866107,1.8896948123279982,0.6324758083163455,0.6324758083163455,0.5,0.019149982848805758,3.5,2.5,1.1112840726345077,1.1112840726345077,0,0,1,0.613193434281304,monotonic_increase,5
20250826 plate4 C08,hnry,diploid,corrected_fc,0,1.3333996176479026,1.3333996176479026,0,4,0,3.7178806144671706,1.1814479871582841,2.536432627308886,1.354984640150602,2.1468847167870018,0.6050539542157946,0.6050539542157946,0.5,0.04006083210545719,3.5,2.5,1.3333996176479026,1.3333996176479026,0,0,1,0.650300526364253,monotonic_increase,5
