trace_id,date,plate,well,row,col,ploidy,family,length_mm,timepoint,time_hr,rfu,blank_rfu,blank_fc,raw_rfu,raw_delta,fc_corr,fc_corr_mm,raw_delta_mm
20250826 plate1 A02,20250826,plate1,A02,A,2,diploid,hnry,22.74,0,0,35.2781,35.65915,1,-0.3810499999999948,0,0,0,0
20250826 plate1 A02,20250826,plate1,A02,A,2,diploid,hnry,22.74,1,1.0763888888888888,760.126,40.73585,1.1435164441880006,719.39015,719.7711999999999,20.403165491630535,0.8972368290074993,31.65220756376429
20250826 plate1 A02,20250826,plate1,A02,A,2,diploid,hnry,22.74,2,2.0855555555555556,757.653,48.38568333333333,1.3588233513781385,709.2673166666667,709.6483666666667,20.117758437323634,0.8846859471118573,31.207052184110236
20250826 plate1 A02,20250826,plate1,A02,A,2,diploid,hnry,22.74,3,3.203611111111111,898.596,49.9604,1.401926893359795,848.6356,849.0166499999999,24.069853049437576,1.0584807849356894,37.33582453825857
20250826 plate1 A02,20250826,plate1,A02,A,2,diploid,hnry,22.74,4,4.087777777777778,971.537,53.177,1.4928970130916395,918.36,918.74105,26.04648294217806,1.1454038233147783,40.401981090589274
20250826 plate1 A03,20250826,plate1,A03,A,3,triploid,hnry,26.02,0,0,34.2396,35.65915,1,-1.4195499999999939,0,0,0,0
20250826 plate1 A03,20250826,plate1,A03,A,3,triploid,hnry,26.02,1,1.0763888888888888,675.515,40.73585,1.1435164441880006,634.77915,636.1986999999999,18.58553997002244,0.7142790149893329,24.45037279016141
20250826 plate1 A03,20250826,plate1,A03,A,3,triploid,hnry,26.02,2,2.0855555555555556,884.085,48.38568333333333,1.3588233513781385,835.6993166666667,837.1188666666667,24.461717776438775,0.940112135912328,32.17213169356905
20250826 plate1 A03,20250826,plate1,A03,A,3,triploid,hnry,26.02,3,3.203611111111111,1021.4,49.9604,1.401926893359795,971.4395999999999,972.8591499999999,28.429029075751988,1.0925837461857029,37.388898923904684
20250826 plate1 A03,20250826,plate1,A03,A,3,triploid,hnry,26.02,4,4.087777777777778,1108.13,53.177,1.4928970130916395,1054.9530000000002,1056.3725500000003,30.87109088396323,1.1864370055327913,40.59848385857034
20250826 plate1 A04,20250826,plate1,A04,A,4,diploid,hnry,21.56,0,0,34.2904,35.65915,1,-1.3687499999999986,0,0,0,0
20250826 plate1 A04,20250826,plate1,A04,A,4,diploid,hnry,21.56,1,1.0763888888888888,567.455,40.73585,1.1435164441880006,526.71915,528.0879,15.404992759554156,0.7145172894041817,24.493872912801486
20250826 plate1 A04,20250826,plate1,A04,A,4,diploid,hnry,21.56,2,2.0855555555555556,1018.38,48.38568333333333,1.3588233513781385,969.9943166666667,971.3630666666667,28.339867827494086,1.3144651125924902,45.05394557823129
20250826 plate1 A04,20250826,plate1,A04,A,4,diploid,hnry,21.56,3,3.203611111111111,1055.94,49.9604,1.401926893359795,1005.9796,1007.34835,29.392114587637803,1.3632706209479502,46.723021799628945
20250826 plate1 A04,20250826,plate1,A04,A,4,diploid,hnry,21.56,4,4.087777777777778,1145.48,53.177,1.4928970130916395,1092.303,1093.6717500000002,31.91237093362231,1.4801656277190312,50.72689007421152
20250826 plate1 A05,20250826,plate1,A05,A,5,triploid,hnry,26.49,0,0,38.329,35.65915,1,2.669850000000004,0,0,0,0
20250826 plate1 A05,20250826,plate1,A05,A,5,triploid,hnry,26.49,1,1.0763888888888888,680.257,40.73585,1.1435164441880006,639.5211499999999,636.8512999999999,16.604324616105767,0.626814821295046,24.041196677991692
20250826 plate1 A05,20250826,plate1,A05,A,5,triploid,hnry,26.49,2,2.0855555555555556,867.645,48.38568333333333,1.3588233513781385,819.2593166666667,816.5894666666667,21.277952979859304,0.8032447331015216,30.82632943249025
