stratum,index_id,auc,rank_biserial,mw_p,fw_perm_p,or_per_sd,glm_p,n,n_dead,q_bh,null_best_auc_dev_95,scale,feature,adjustment
diploid,fc_corr_mm|final_value|resid,0.7417840375586855,0.483568075117371,0.0190338153659487,0.318,2.2731239273535686,0.07025083029419399,80,9,0.18937788314942597,0.31275206796333554,fc_corr_mm,final_value,resid
diploid,fc_corr_mm|mean_rate|resid,0.7417840375586855,0.483568075117371,0.0190338153659487,0.318,2.2779358895866815,0.06962136549509913,80,9,0.18937788314942597,0.31275206796333554,fc_corr_mm,mean_rate,resid
diploid,fc_corr_mm|peak_value|resid,0.7386541471048513,0.47730829420970267,0.02064495803573094,0.34,2.1285403238691427,0.09208758796738083,80,9,0.18937788314942597,0.31275206796333554,fc_corr_mm,peak_value,resid
diploid,fc_corr_mm|value_4h|resid,0.7370892018779343,0.4741784037558685,0.021494221753410984,0.348,2.2232036503179473,0.0765949774542592,80,9,0.18937788314942597,0.31275206796333554,fc_corr_mm,value_4h,resid
diploid,fc_corr|peak_value|resid,0.7355242566510172,0.47104851330203434,0.022373742794304742,0.358,1.9558428710334856,0.12523682787321586,80,9,0.18937788314942597,0.31275206796333554,fc_corr,peak_value,resid
diploid,fc_corr|final_value|resid,0.7339593114241002,0.4679186228482004,0.023284388009825376,0.363,2.080169527242745,0.09866747981876837,80,9,0.18937788314942597,0.31275206796333554,fc_corr,final_value,resid
diploid,fc_corr|mean_rate|resid,0.7339593114241002,0.4679186228482004,0.023284388009825376,0.363,2.0843430759347226,0.09776793386025098,80,9,0.18937788314942597,0.31275206796333554,fc_corr,mean_rate,resid
diploid,fc_corr_mm|auc_total|resid,0.7323943661971831,0.46478873239436624,0.02422704024195337,0.374,2.1392693101883036,0.09005636595448463,80,9,0.18937788314942597,0.31275206796333554,fc_corr_mm,auc_total,resid
diploid,fc_corr|value_4h|resid,0.730829420970266,0.4616588419405321,0.025202598262440246,0.381,2.040772735308362,0.10611481832809677,80,9,0.18937788314942597,0.31275206796333554,fc_corr,value_4h,resid
diploid,fc_corr_mm|auc_late|resid,0.729264475743349,0.4585289514866979,0.026211976694847594,0.394,2.1070477421144393,0.10127136650246647,80,9,0.18937788314942597,0.31275206796333554,fc_corr_mm,auc_late,resid
diploid,fc_corr_mm|value_3h|resid,0.7276995305164319,0.45539906103286376,0.027256105918912074,0.402,1.975993365611689,0.12589177752796687,80,9,0.18937788314942597,0.31275206796333554,fc_corr_mm,value_3h,resid
diploid,raw_delta_mm|peak_value|resid,0.7261345852895149,0.4522691705790298,0.028335931956734284,0.411,2.104647367448724,0.07996783181793082,80,9,0.18937788314942597,0.31275206796333554,raw_delta_mm,peak_value,resid
diploid,fc_corr|auc_total|resid,0.7230046948356808,0.4460093896713615,0.030606535959835725,0.442,1.97972069606589,0.11655622870431896,80,9,0.18937788314942597,0.31275206796333554,fc_corr,auc_total,resid
diploid,fc_corr_mm|lin_slope|resid,0.7230046948356808,0.4460093896713615,0.030606535959835725,0.442,2.097612380171111,0.10250753174379892,80,9,0.18937788314942597,0.31275206796333554,fc_corr_mm,lin_slope,resid
diploid,raw_delta_mm|final_value|resid,0.7214397496087637,0.44287949921752734,0.03179928289256533,0.454,2.21996882658042,0.06107264152057628,80,9,0.18937788314942597,0.31275206796333554,raw_delta_mm,final_value,resid
diploid,raw_delta_mm|mean_rate|resid,0.7214397496087637,0.44287949921752734,0.03179928289256533,0.454,2.2242719415954513,0.06048591222703353,80,9,0.18937788314942597,0.31275206796333554,raw_delta_mm,mean_rate,resid
diploid,fc_corr|auc_late|resid,0.7198748043818466,0.4397496087636932,0.03303166421133837,0.466,1.9547394696876081,0.13109420188198792,80,9,0.18937788314942597,0.31275206796333554,fc_corr,auc_late,resid
diploid,raw_delta_mm|value_4h|resid,0.7198748043818466,0.4397496087636932,0.03303166421133837,0.466,2.1768529276820052,0.06676091912579757,80,9,0.18937788314942597,0.31275206796333554,raw_delta_mm,value_4h,resid
diploid,fc_corr|sat_asymptote|resid,0.719047619047619,0.4380952380952381,0.03386537033282514,0.466,3.179202284904859,0.13384263473576458,79,9,0.18937788314942597,0.31275206796333554,fc_corr,sat_asymptote,resid
diploid,raw_rfu|metabolic_scope|resid,0.7183098591549296,0.43661971830985924,0.03430470177274786,0.47,1.9340762188569873,0.11576222922887554,80,9,0.18937788314942597,0.31275206796333554,raw_rfu,metabolic_scope,resid
diploid,fc_corr|value_3h|resid,0.7183098591549296,0.43661971830985924,0.03430470177274786,0.47,1.849614926075309,0.15880153091495128,80,9,0.18937788314942597,0.31275206796333554,fc_corr,value_3h,resid
diploid,fc_corr_mm|auc_0_3h|resid,0.7183098591549296,0.43661971830985924,0.03430470177274786,0.47,2.163015160498096,0.08673720333245824,80,9,0.18937788314942597,0.31275206796333554,fc_corr_mm,auc_0_3h,resid
diploid,fc_corr_mm|sat_asymptote|resid,0.7174603174603175,0.43492063492063493,0.03518344709314491,0.477,3.8894102106374313,0.09854929885679987,79,9,0.18937788314942597,0.31275206796333554,fc_corr_mm,sat_asymptote,resid
diploid,raw_delta|auc_early|none,0.7151799687010955,0.4303599374021909,0.03697690554996557,0.505,2.2202885707328104,0.07858826241406823,80,9,0.18937788314942597,0.31275206796333554,raw_delta,auc_early,none
diploid,raw_rfu|peak_value|resid,0.7151799687010955,0.4303599374021909,0.03697690554996557,0.505,1.9293911190365973,0.11628433456486732,80,9,0.18937788314942597,0.31275206796333554,raw_rfu,peak_value,resid
diploid,raw_rfu|mean_rate|resid,0.7151799687010955,0.4303599374021909,0.03697690554996557,0.505,2.0409861124233126,0.09109803235647318,80,9,0.18937788314942597,0.31275206796333554,raw_rfu,mean_rate,resid
diploid,fc_corr|peak_value|none,0.7136150234741784,0.42723004694835676,0.038378187194497246,0.52,1.9437588569879634,0.14457068010331314,80,9,0.18937788314942597,0.31275206796333554,fc_corr,peak_value,none
diploid,raw_rfu|final_value|resid,0.7136150234741784,0.42723004694835676,0.038378187194497246,0.52,2.0317961338236996,0.09241187429685147,80,9,0.18937788314942597,0.31275206796333554,raw_rfu,final_value,resid
diploid,raw_rfu|final_delta|resid,0.7136150234741784,0.42723004694835676,0.038378187194497246,0.52,2.0372803759318776,0.09199896063732854,80,9,0.18937788314942597,0.31275206796333554,raw_rfu,final_delta,resid
diploid,raw_delta|value_4h|resid,0.7136150234741784,0.42723004694835676,0.038378187194497246,0.52,2.0022387464351143,0.0989146899075035,80,9,0.18937788314942597,0.31275206796333554,raw_delta,value_4h,resid
diploid,fc_corr|lin_slope|resid,0.7136150234741784,0.42723004694835676,0.038378187194497246,0.52,1.937807586103348,0.13785295108128964,80,9,0.18937788314942597,0.31275206796333554,fc_corr,lin_slope,resid
diploid,fc_corr_mm|vmax|resid,0.7136150234741784,0.42723004694835676,0.038378187194497246,0.52,2.0536649770151194,0.08721235804299673,80,9,0.18937788314942597,0.31275206796333554,fc_corr_mm,vmax,resid
diploid,raw_delta_mm|sat_asymptote|resid,0.7126984126984127,0.42539682539682544,0.03940334760230562,0.522,3.9499638085677713,0.0928606255342466,79,9,0.18937788314942597,0.31275206796333554,raw_delta_mm,sat_asymptote,resid
diploid,raw_rfu|auc_early|none,0.7120500782472613,0.4241001564945226,0.03982435536481073,0.529,2.203031797059597,0.08020284076581201,80,9,0.18937788314942597,0.31275206796333554,raw_rfu,auc_early,none
diploid,raw_rfu|metabolic_scope|none,0.7120500782472613,0.4241001564945226,0.03982435536481073,0.529,2.086674799100135,0.09644414138741152,80,9,0.18937788314942597,0.31275206796333554,raw_rfu,metabolic_scope,none
diploid,raw_rfu|value_4h|resid,0.7120500782472613,0.4241001564945226,0.03982435536481073,0.529,1.9969350140169486,0.09937021115823881,80,9,0.18937788314942597,0.31275206796333554,raw_rfu,value_4h,resid
diploid,raw_delta_mm|auc_late|resid,0.7120500782472613,0.4241001564945226,0.03982435536481073,0.529,2.0761823914038597,0.090650770772272,80,9,0.18937788314942597,0.31275206796333554,raw_delta_mm,auc_late,resid
diploid,raw_rfu|final_delta|none,0.7104851330203443,0.42097026604068866,0.041316501909377974,0.537,2.236770286469721,0.07275513638495382,80,9,0.18937788314942597,0.31275206796333554,raw_rfu,final_delta,none
diploid,raw_delta|value_4h|none,0.7104851330203443,0.42097026604068866,0.041316501909377974,0.537,2.1933929388214053,0.07854162824671053,80,9,0.18937788314942597,0.31275206796333554,raw_delta,value_4h,none
diploid,fc_corr|final_value|none,0.7104851330203443,0.42097026604068866,0.041316501909377974,0.537,2.0930823643431804,0.11211840686938866,80,9,0.18937788314942597,0.31275206796333554,fc_corr,final_value,none
diploid,fc_corr|mean_rate|none,0.7104851330203443,0.42097026604068866,0.041316501909377974,0.537,2.0846551098589647,0.11290253178694742,80,9,0.18937788314942597,0.31275206796333554,fc_corr,mean_rate,none
diploid,fc_corr|value_4h|none,0.7104851330203443,0.42097026604068866,0.041316501909377974,0.537,2.052443239263477,0.12000155437697628,80,9,0.18937788314942597,0.31275206796333554,fc_corr,value_4h,none
diploid,raw_rfu|final_value|none,0.7089201877934272,0.4178403755868545,0.0428557317344965,0.553,2.2297675940243136,0.07300938838817178,80,9,0.18937788314942597,0.31275206796333554,raw_rfu,final_value,none
diploid,raw_rfu|peak_value|none,0.7089201877934272,0.4178403755868545,0.0428557317344965,0.553,2.080981616866571,0.09681106882776357,80,9,0.18937788314942597,0.31275206796333554,raw_rfu,peak_value,none
diploid,raw_rfu|mean_rate|none,0.7089201877934272,0.4178403755868545,0.0428557317344965,0.553,2.22817454573043,0.07331243563618745,80,9,0.18937788314942597,0.31275206796333554,raw_rfu,mean_rate,none
diploid,raw_rfu|auc_0_2h|none,0.7089201877934272,0.4178403755868545,0.0428557317344965,0.553,2.1904554342164544,0.0826153178780828,80,9,0.18937788314942597,0.31275206796333554,raw_rfu,auc_0_2h,none
diploid,raw_delta|auc_0_2h|none,0.7089201877934272,0.4178403755868545,0.0428557317344965,0.553,2.2075590451982223,0.08088921794609803,80,9,0.18937788314942597,0.31275206796333554,raw_delta,auc_0_2h,none
diploid,raw_rfu|value_4h|none,0.7073552425665102,0.41471048513302033,0.04444316243737106,0.559,2.1866452748051795,0.07883063329352397,80,9,0.18937788314942597,0.31275206796333554,raw_rfu,value_4h,none
diploid,raw_delta|auc_total|none,0.7073552425665102,0.41471048513302033,0.04444316243737106,0.559,2.159740969514134,0.0829170385868882,80,9,0.18937788314942597,0.31275206796333554,raw_delta,auc_total,none
