stratum,phenotype,index_id,n,spearman_rho,p,q_bh,fw_perm_p,null_best_rho_95,scale,feature,adjustment
diploid,condition_index,raw_rfu|delta_auc_late_minus_early|none,71,-0.34996646545942317,0.0027738116784582533,0.15885683256387084,0.091,0.37540022745166646,raw_rfu,delta_auc_late_minus_early,none
diploid,condition_index,fc_corr|delta_auc_late_minus_early|none,71,-0.34376257545271627,0.0033333559093090487,0.15885683256387084,0.103,0.37540022745166646,fc_corr,delta_auc_late_minus_early,none
diploid,condition_index,raw_delta_mm|sat_asymptote|resid,70,-0.34234975067798096,0.003720446319061855,0.15885683256387084,0.104,0.37540022745166646,raw_delta_mm,sat_asymptote,resid
diploid,condition_index,raw_rfu|sat_asymptote|resid,70,-0.3353862304260345,0.004536578378697872,0.15885683256387084,0.126,0.37540022745166646,raw_rfu,sat_asymptote,resid
diploid,condition_index,fc_corr_mm|sat_asymptote|resid,70,-0.334476423759951,0.0046541476021638,0.15885683256387084,0.128,0.37540022745166646,fc_corr_mm,sat_asymptote,resid
diploid,condition_index,raw_delta_mm|delta_auc_late_minus_early|none,71,-0.33226022803487587,0.004641962393706403,0.15885683256387084,0.134,0.37540022745166646,raw_delta_mm,delta_auc_late_minus_early,none
diploid,condition_index,raw_delta_mm|delta_auc_late_minus_early|resid,71,-0.32454728370221325,0.0057568992633319225,0.15885683256387084,0.158,0.37540022745166646,raw_delta_mm,delta_auc_late_minus_early,resid
diploid,condition_index,fc_corr|sat_asymptote|resid,70,-0.32446855043303297,0.006136723838067841,0.15885683256387084,0.158,0.37540022745166646,fc_corr,sat_asymptote,resid
diploid,condition_index,raw_rfu|delta_auc_late_minus_early|resid,71,-0.3240778001341381,0.005831816410206833,0.15885683256387084,0.159,0.37540022745166646,raw_rfu,delta_auc_late_minus_early,resid
diploid,condition_index,raw_rfu|lin_slope|none,71,-0.31928236083165656,0.006647670267713611,0.15885683256387084,0.173,0.37540022745166646,raw_rfu,lin_slope,none
diploid,condition_index,fc_corr_mm|delta_auc_late_minus_early|resid,71,-0.31837692823608316,0.0068125028344503845,0.15885683256387084,0.179,0.37540022745166646,fc_corr_mm,delta_auc_late_minus_early,resid
diploid,condition_index,fc_corr|delta_auc_late_minus_early|resid,71,-0.31341381623071757,0.0077813856943092724,0.15885683256387084,0.206,0.37540022745166646,fc_corr,delta_auc_late_minus_early,resid
diploid,condition_index,fc_corr_mm|delta_auc_late_minus_early|none,71,-0.3128437290409121,0.00790005914405127,0.15885683256387084,0.207,0.37540022745166646,fc_corr_mm,delta_auc_late_minus_early,none
diploid,condition_index,raw_rfu|sat_asymptote|none,70,-0.2968244248097279,0.012588355129601098,0.15885683256387084,0.278,0.37540022745166646,raw_rfu,sat_asymptote,none
diploid,condition_index,raw_delta|late_early_auc_ratio|resid,71,-0.2937625754527162,0.01290149275140932,0.15885683256387084,0.286,0.37540022745166646,raw_delta,late_early_auc_ratio,resid
diploid,condition_index,fc_corr|late_early_auc_ratio|resid,71,-0.2937625754527162,0.01290149275140932,0.15885683256387084,0.286,0.37540022745166646,fc_corr,late_early_auc_ratio,resid
