phenotype,value_metric,feature,family_id_group,n,mean,sd,se,median,iqr
high-salinity,corrected_fc,auc_total,19,27,8.529450219428131,3.0959804845152328,0.5958217220468992,8.530973020688158,5.013413778453961
high-salinity,corrected_fc,auc_total,2,27,5.705569364360114,4.391052323981283,0.8450584137587751,4.061465932631968,5.302934411335057
high-salinity,corrected_fc,auc_total,20,24,7.451051435130153,4.919111757161582,1.0041094827309527,6.168899904997897,5.558502219905711
high-salinity,corrected_fc,auc_total,21,26,9.696925332097255,4.341658150396919,0.8514692165470403,9.08220838162949,5.852475127810198
high-salinity,corrected_fc,auc_total,24,25,10.35613398912229,5.2848822134900075,1.0569764426980015,10.980644595944973,7.591848117270148
high-salinity,corrected_fc,auc_total,25,27,8.037122696199331,4.903574369386961,0.943693327385637,6.666171156991106,6.552581540400458
high-salinity,corrected_fc,auc_total,26,25,8.876745893746786,5.2840273895464485,1.0568054779092897,7.226074279735315,8.316716568827424
high-salinity,corrected_fc,auc_total,31,25,7.375738919680227,5.90537565857345,1.1810751317146901,6.393593463801153,9.581370312354263
high-salinity,corrected_fc,auc_total,32,24,10.0691271332545,4.933232431790076,1.0069918533695923,9.543036421844933,5.9260715634741645
high-salinity,corrected_fc,auc_total,33,28,6.736483269428005,5.248705465637336,0.9919120976501331,6.236300496350575,7.560799777415516
high-salinity,corrected_fc,auc_total,34,22,6.073643941720919,3.610995264061059,0.7698667770545344,5.346994757598364,3.1762788805008153
high-salinity,corrected_fc,auc_total,36,26,10.252206062037649,3.9517964057899166,0.7750110379564853,9.862744923372814,6.357259323090828
high-salinity,corrected_fc,auc_total,37,28,8.627407948831264,3.8598151028353636,0.7294364906281121,9.077837300521015,5.851680119745315
high-salinity,corrected_fc,auc_total,38,25,7.318775591764521,5.953271587674562,1.1906543175349125,8.488078775314587,10.023544956867715
high-salinity,corrected_fc,auc_total,39,24,7.108591691922406,3.352545604395026,0.684335505848204,6.1892941110197,4.283123232020657
high-salinity,corrected_fc,auc_total,41,26,8.248108715260443,3.663964121947595,0.7185624828813324,7.81993129123354,4.788292880782868
high-salinity,corrected_fc,auc_total,42,23,9.235176915615762,6.735801866019842,1.4045117792976782,9.395065771704633,8.708777373183324
high-salinity,corrected_fc,auc_total,43,28,5.426054408119998,4.447346562044368,0.840469499806249,4.992602315201063,5.5312850885944025
high-salinity,corrected_fc,auc_total,5,25,9.930909234684396,4.089833864928483,0.8179667729856966,10.08732886455521,5.974328365917422
high-salinity,corrected_fc,auc_total,6,26,6.385140839369041,4.501622998458929,0.8828409043069286,5.348519793801673,4.7756084370051255
high-salinity,corrected_fc,auc_total,7,24,7.449501719221943,4.3770493768537335,0.8934614626882269,6.797656638804747,3.520435475619511
high-salinity,corrected_fc,baseline_value,12,27,0,0,0,0,0
high-salinity,corrected_fc,baseline_value,14,27,0,0,0,0,0
high-salinity,corrected_fc,baseline_value,15,26,0,0,0,0,0
high-salinity,corrected_fc,baseline_value,16,23,0,0,0,0,0
high-salinity,corrected_fc,baseline_value,19,27,0,0,0,0,0
high-salinity,corrected_fc,baseline_value,2,27,0,0,0,0,0
high-salinity,corrected_fc,baseline_value,20,24,0,0,0,0,0
high-salinity,corrected_fc,baseline_value,21,26,0,0,0,0,0
high-salinity,corrected_fc,baseline_value,24,25,0,0,0,0,0
high-salinity,corrected_fc,baseline_value,25,27,0,0,0,0,0
high-salinity,corrected_fc,baseline_value,26,25,0,0,0,0,0
high-salinity,corrected_fc,baseline_value,31,25,0,0,0,0,0
high-salinity,corrected_fc,baseline_value,32,24,0,0,0,0,0
high-salinity,corrected_fc,baseline_value,33,28,0,0,0,0,0
high-salinity,corrected_fc,baseline_value,34,22,0,0,0,0,0
high-salinity,corrected_fc,baseline_value,36,26,0,0,0,0,0
high-salinity,corrected_fc,baseline_value,37,28,0,0,0,0,0
high-salinity,corrected_fc,baseline_value,38,25,0,0,0,0,0
high-salinity,corrected_fc,baseline_value,39,24,0,0,0,0,0
high-salinity,corrected_fc,baseline_value,41,26,0,0,0,0,0
high-salinity,corrected_fc,baseline_value,42,23,0,0,0,0,0
high-salinity,corrected_fc,baseline_value,43,28,0,0,0,0,0
high-salinity,corrected_fc,baseline_value,5,25,0,0,0,0,0
high-salinity,corrected_fc,baseline_value,6,26,0,0,0,0,0
high-salinity,corrected_fc,baseline_value,7,24,0,0,0,0,0
high-salinity,corrected_fc,delta_auc_late_minus_early,12,27,2.042730780856017,2.097808961742186,0.4037235229234201,1.6870254950525956,2.074374937605934
high-salinity,corrected_fc,delta_auc_late_minus_early,14,27,5.657122958634445,2.9772217041937465,0.5729665841178186,4.760000670933051,4.084351733675678
high-salinity,corrected_fc,delta_auc_late_minus_early,15,26,2.8427913010014336,2.414273524478232,0.47347799278711283,2.177350575823085,1.7714073248176052
high-salinity,corrected_fc,delta_auc_late_minus_early,16,23,6.036814976793464,3.9637268437173696,0.8264941803000257,4.408255972298478,5.146503927595331
high-salinity,corrected_fc,delta_auc_late_minus_early,19,27,3.5719356969354994,1.871271696466985,0.36012640589404715,3.4481474224875877,3.1099357594987223
high-salinity,corrected_fc,delta_auc_late_minus_early,2,27,2.7582454799797618,2.471432730002883,0.4756274506504054,1.9921447370169942,2.1655608560029
high-salinity,corrected_fc,delta_auc_late_minus_early,20,24,3.8217597113619046,2.8761045473877584,0.5870823823331975,2.677155667279156,2.728704488347226
high-salinity,corrected_fc,delta_auc_late_minus_early,21,26,4.258979305088976,2.285778280668804,0.44827800218756914,3.7608369195469598,3.4329358241304644
high-salinity,corrected_fc,delta_auc_late_minus_early,24,25,3.7004498313763787,2.448192561376927,0.48963851227538535,3.142256765560221,2.7398557566782706
high-salinity,corrected_fc,delta_auc_late_minus_early,25,27,4.802539948155982,3.6928582992004717,0.7106909110408453,3.5473808042209765,4.8610850781636685
high-salinity,corrected_fc,delta_auc_late_minus_early,26,25,4.183941715010987,2.2469458541036733,0.44938917082073465,4.182981272408563,2.8866372896590775
high-salinity,corrected_fc,delta_auc_late_minus_early,31,25,3.6336402624779094,3.3514682723732867,0.6702936544746574,2.550609581020149,3.974984385025389
high-salinity,corrected_fc,delta_auc_late_minus_early,32,24,4.641172557558792,2.58954241336833,0.5285881316706434,3.787790435099355,2.7727119088777603
high-salinity,corrected_fc,delta_auc_late_minus_early,33,28,4.0896146694068936,3.544807699777689,0.6699056870827625,3.479789735053173,3.7929561836564547
high-salinity,corrected_fc,delta_auc_late_minus_early,34,22,2.8051004959301786,1.8563961394824946,0.39578498677745755,2.5192617842203653,1.539576377853074
high-salinity,corrected_fc,delta_auc_late_minus_early,36,26,3.6343728994370816,1.5487814398860107,0.3037410301641961,3.42353616874887,2.1238265044769973
high-salinity,corrected_fc,delta_auc_late_minus_early,37,28,2.7156614216326784,1.3663180256183605,0.2582098362579257,2.590608731124268,1.0059471346795277
high-salinity,corrected_fc,delta_auc_late_minus_early,38,25,3.765042204358524,3.1589591614529273,0.6317918322905854,4.143333094449844,4.885135609537718
high-salinity,corrected_fc,delta_auc_late_minus_early,39,24,2.734652630046542,1.326957068367947,0.2708639773400769,2.53123077044852,1.2978126873296545
high-salinity,corrected_fc,delta_auc_late_minus_early,41,26,3.524708747711233,1.7187050124332615,0.3370657844810358,3.290866135045489,2.356754185246298
high-salinity,corrected_fc,delta_auc_late_minus_early,42,23,2.902804180391402,1.7150416402362658,0.3576109026973494,2.7486579553142025,2.6588126765611446
high-salinity,corrected_fc,delta_auc_late_minus_early,43,28,2.1291076606730837,2.044183405691728,0.38631435183324064,1.7177653280546128,1.4808129088404214
high-salinity,corrected_fc,delta_auc_late_minus_early,5,25,4.456626242312192,2.1271427484407495,0.4254285496881499,3.58167180742855,3.0873655406697815
high-salinity,corrected_fc,delta_auc_late_minus_early,6,26,2.636855845649307,1.819716401550951,0.3568757477197363,2.454712920682879,2.212531394506059
high-salinity,corrected_fc,delta_auc_late_minus_early,7,24,3.4077187119371186,1.9402048467115205,0.39604265590983984,2.810978433250603,2.9516916991608126
high-salinity,corrected_fc,depression_abs,12,27,1.0980226599315792e-4,5.705493104590254e-4,1.098022659931579e-4,0,0
high-salinity,corrected_fc,depression_abs,14,27,0.002642101484931512,0.013728762031963673,0.0026421014849315133,0,0
high-salinity,corrected_fc,depression_abs,15,26,0,0,0,0,0
high-salinity,corrected_fc,depression_abs,16,23,0.005044904781060218,0.016850915201407336,0.003513658709546905,0,0
high-salinity,corrected_fc,depression_abs,19,27,0.002006896456415488,0.0074829517738037,0.0014400947403128512,0,0
high-salinity,corrected_fc,depression_abs,2,27,0.009211906664215917,0.04753037403731378,0.009147224748375569,0,0
high-salinity,corrected_fc,depression_abs,20,24,0.006953835654337363,0.034066698216598655,0.006953835654337367,0,0
high-salinity,corrected_fc,depression_abs,21,26,0,0,0,0,0
high-salinity,corrected_fc,depression_abs,24,25,0.019684557868601044,0.08293946355243995,0.016587892710487988,0,0
high-salinity,corrected_fc,depression_abs,25,27,0.05339705849012526,0.2741161701198409,0.05275368153597313,0,0
high-salinity,corrected_fc,depression_abs,26,25,0.012989904166889641,0.04448153215091363,0.008896306430182726,0,0
high-salinity,corrected_fc,depression_abs,31,25,0.011171864063029079,0.035164266918049344,0.007032853383609869,0,0
high-salinity,corrected_fc,depression_abs,32,24,0.01728909775453058,0.06680053283208705,0.013635601665387347,0,0
high-salinity,corrected_fc,depression_abs,33,28,0.006407205808291572,0.02877203121273555,0.005437402807363314,0,0
high-salinity,corrected_fc,depression_abs,34,22,1.456458052791336e-4,6.831393804334232e-4,1.456458052791337e-4,0,0
high-salinity,corrected_fc,depression_abs,36,26,0.004590350812398046,0.01984092763190788,0.003891126044726176,0,0
high-salinity,corrected_fc,depression_abs,37,28,0,0,0,0,0
high-salinity,corrected_fc,depression_abs,38,25,0,0,0,0,0
high-salinity,corrected_fc,depression_abs,39,24,0,0,0,0,0
high-salinity,corrected_fc,depression_abs,41,26,0.05617477986901747,0.2347426688837908,0.04603682497351151,0,0
high-salinity,corrected_fc,depression_abs,42,23,0.01609015240925175,0.07716566013919568,0.016090152409251757,0,0
high-salinity,corrected_fc,depression_abs,43,28,3.886885203642856e-4,0.0014576803833626837,2.754756989567825e-4,0,0
high-salinity,corrected_fc,depression_abs,5,25,0.20444739209384172,0.7284240069897225,0.1456848013979445,0,0
high-salinity,corrected_fc,depression_abs,6,26,2.602485926079983e-4,0.0013270126520932425,2.6024859260799835e-4,0,0
high-salinity,corrected_fc,depression_abs,7,24,0,0,0,0,0
high-salinity,corrected_fc,final_delta,12,27,2.084815127174398,2.0262813540838214,0.38995802841140453,1.7763547706391711,2.18822602089905
high-salinity,corrected_fc,final_delta,14,27,5.498146973319331,2.242763680192155,0.4316200714958855,5.396101508596127,2.9216541178937407
high-salinity,corrected_fc,final_delta,15,26,2.7926203322413663,2.0649230341854206,0.404964724822257,2.383565584870679,1.8756212235744811
high-salinity,corrected_fc,final_delta,16,23,5.357174637521131,3.2383899587647345,0.6752509847401431,4.102593985807081,4.8244143735256815
high-salinity,corrected_fc,final_delta,19,27,3.7810087040363367,1.5588185078116912,0.2999947617009502,3.32782708701284,2.3915611751618444
high-salinity,corrected_fc,final_delta,2,27,2.6336780341882142,2.033528178772297,0.39135268047295835,2.0285657720264387,2.269448998007404
high-salinity,corrected_fc,final_delta,20,24,3.8526678528055696,2.5840388648563763,0.5274647245348985,3.157720536408763,3.0763767315307815
high-salinity,corrected_fc,final_delta,21,26,4.469213529973454,2.2074305740566134,0.432912752769846,4.159456635787379,2.21783925715999
high-salinity,corrected_fc,final_delta,24,25,4.1698951040065335,2.1981949827996385,0.4396389965599277,4.258747871040727,2.8671419346658147
high-salinity,corrected_fc,final_delta,25,27,4.08331786867511,2.7110116803282502,0.5217344411379117,3.2346362666479527,3.4579551504089485
high-salinity,corrected_fc,final_delta,26,25,4.217015730474374,2.098782753832459,0.4197565507664918,3.707927985628562,3.1927960423243826
high-salinity,corrected_fc,final_delta,31,25,3.4461111823687904,2.895838181954959,0.5791676363909918,2.927834604795346,4.4315557403276635
high-salinity,corrected_fc,final_delta,32,24,4.674773231173185,2.1569985465712938,0.440295484585384,4.190590902192179,2.7464999076442274
high-salinity,corrected_fc,final_delta,33,28,3.4535848611348285,2.7031833228924107,0.5108536300421809,2.939618435693527,3.64454957848998
high-salinity,corrected_fc,final_delta,34,22,2.6643460757141204,1.5352968556472728,0.3273263894425148,2.3326323128830957,1.209542766560991
high-salinity,corrected_fc,final_delta,36,26,4.096442543661614,1.5926975310030758,0.31235368422445126,3.7403190009639617,1.331455873726374
high-salinity,corrected_fc,final_delta,37,28,3.260916458158172,1.2948900985406733,0.24471122684989594,2.994030122052612,1.5192858958631188
high-salinity,corrected_fc,final_delta,38,25,3.508854782862429,2.7532423682612297,0.5506484736522459,3.8432827857713,5.505190169606227
high-salinity,corrected_fc,final_delta,39,24,3.208697171326046,1.6657521969173152,0.3400202433639591,2.784595678984754,1.4778810683400176
high-salinity,corrected_fc,final_delta,41,26,3.730907689094913,1.6216660318020313,0.31803487464188984,3.7449719878679826,1.953004023138912
high-salinity,corrected_fc,final_delta,42,23,3.505077265890629,2.216645169835702,0.46220246876073645,3.2905737009449343,3.1027917806052154
high-salinity,corrected_fc,final_delta,43,28,2.2747475029618114,2.035127497444499,0.3846029460390987,2.0084736694005647,1.7502258325944573
high-salinity,corrected_fc,final_delta,5,25,4.562080164230688,1.9181905756031303,0.38363811512062607,4.444089629476641,2.8516504691859783
high-salinity,corrected_fc,final_delta,6,26,2.716632590256279,1.8282549773461019,0.3585503002042657,2.3215323360453604,2.1080166992123743
high-salinity,corrected_fc,final_delta,7,24,3.438873975952578,1.7761336799440044,0.36255176923621496,3.118283522233341,2.1559865801606968
high-salinity,corrected_fc,final_value,12,27,2.084815127174398,2.0262813540838214,0.38995802841140453,1.7763547706391711,2.18822602089905
high-salinity,corrected_fc,final_value,14,27,5.498146973319331,2.242763680192155,0.4316200714958855,5.396101508596127,2.9216541178937407
high-salinity,corrected_fc,final_value,15,26,2.7926203322413663,2.0649230341854206,0.404964724822257,2.383565584870679,1.8756212235744811
high-salinity,corrected_fc,final_value,16,23,5.357174637521131,3.2383899587647345,0.6752509847401431,4.102593985807081,4.8244143735256815
high-salinity,corrected_fc,final_value,19,27,3.7810087040363367,1.5588185078116912,0.2999947617009502,3.32782708701284,2.3915611751618444
high-salinity,corrected_fc,final_value,2,27,2.6336780341882142,2.033528178772297,0.39135268047295835,2.0285657720264387,2.269448998007404
high-salinity,corrected_fc,final_value,20,24,3.8526678528055696,2.5840388648563763,0.5274647245348985,3.157720536408763,3.0763767315307815
high-salinity,corrected_fc,final_value,21,26,4.469213529973454,2.2074305740566134,0.432912752769846,4.159456635787379,2.21783925715999
high-salinity,corrected_fc,final_value,24,25,4.1698951040065335,2.1981949827996385,0.4396389965599277,4.258747871040727,2.8671419346658147
high-salinity,corrected_fc,final_value,25,27,4.08331786867511,2.7110116803282502,0.5217344411379117,3.2346362666479527,3.4579551504089485
high-salinity,corrected_fc,final_value,26,25,4.217015730474374,2.098782753832459,0.4197565507664918,3.707927985628562,3.1927960423243826
high-salinity,corrected_fc,final_value,31,25,3.4461111823687904,2.895838181954959,0.5791676363909918,2.927834604795346,4.4315557403276635
high-salinity,corrected_fc,final_value,32,24,4.674773231173185,2.1569985465712938,0.440295484585384,4.190590902192179,2.7464999076442274
high-salinity,corrected_fc,final_value,33,28,3.4535848611348285,2.7031833228924107,0.5108536300421809,2.939618435693527,3.64454957848998
high-salinity,corrected_fc,final_value,34,22,2.6643460757141204,1.5352968556472728,0.3273263894425148,2.3326323128830957,1.209542766560991
high-salinity,corrected_fc,final_value,36,26,4.096442543661614,1.5926975310030758,0.31235368422445126,3.7403190009639617,1.331455873726374
high-salinity,corrected_fc,final_value,37,28,3.260916458158172,1.2948900985406733,0.24471122684989594,2.994030122052612,1.5192858958631188
high-salinity,corrected_fc,final_value,38,25,3.508854782862429,2.7532423682612297,0.5506484736522459,3.8432827857713,5.505190169606227
high-salinity,corrected_fc,final_value,39,24,3.208697171326046,1.6657521969173152,0.3400202433639591,2.784595678984754,1.4778810683400176
high-salinity,corrected_fc,final_value,41,26,3.730907689094913,1.6216660318020313,0.31803487464188984,3.7449719878679826,1.953004023138912
high-salinity,corrected_fc,final_value,42,23,3.505077265890629,2.216645169835702,0.46220246876073645,3.2905737009449343,3.1027917806052154
high-salinity,corrected_fc,final_value,43,28,2.2747475029618114,2.035127497444499,0.3846029460390987,2.0084736694005647,1.7502258325944573
high-salinity,corrected_fc,final_value,5,25,4.562080164230688,1.9181905756031303,0.38363811512062607,4.444089629476641,2.8516504691859783
high-salinity,corrected_fc,final_value,6,26,2.716632590256279,1.8282549773461019,0.3585503002042657,2.3215323360453604,2.1080166992123743
high-salinity,corrected_fc,final_value,7,24,3.438873975952578,1.7761336799440044,0.36255176923621496,3.118283522233341,2.1559865801606968
high-salinity,corrected_fc,inflection_time,12,27,2.425925925925926,0.6751595780557778,0.12993452137881914,2.5,0.5
high-salinity,corrected_fc,inflection_time,14,27,2.388888888888889,0.7510676161988106,0.1445430301306646,2.5,1
high-salinity,corrected_fc,inflection_time,15,26,2.4615384615384617,0.9156754547663373,0.17957873122967313,2.5,2
high-salinity,corrected_fc,inflection_time,16,23,2.5434782608695654,0.638055345958271,0.13304373659847302,2.5,0
high-salinity,corrected_fc,inflection_time,19,27,2.0925925925925926,0.6938886664887107,0.13353893612829587,1.5,1
high-salinity,corrected_fc,inflection_time,2,27,2.3518518518518516,0.8182393717706753,0.15747024051778322,2.5,1.5
high-salinity,corrected_fc,inflection_time,20,24,2.375,0.6796738348201514,0.13873784056917243,2.5,1
high-salinity,corrected_fc,inflection_time,21,26,2.423076923076923,0.8909804452658621,0.1747356414092392,2.5,2
high-salinity,corrected_fc,inflection_time,24,25,2.1,0.8164965809277259,0.1632993161855452,1.5,1
high-salinity,corrected_fc,inflection_time,25,27,2.5,0.6201736729460423,0.11935247900657214,2.5,0
high-salinity,corrected_fc,inflection_time,26,25,2.3,0.7071067811865476,0.1414213562373095,2.5,1
high-salinity,corrected_fc,inflection_time,31,25,2.66,0.8504900548115384,0.17009801096230767,2.5,2
high-salinity,corrected_fc,inflection_time,32,24,2.3333333333333335,0.701964118163034,0.14328782560351588,2.5,1
high-salinity,corrected_fc,inflection_time,33,28,2.7142857142857144,0.6299407883487121,0.11904761904761905,2.5,1
high-salinity,corrected_fc,inflection_time,34,22,2.590909090909091,0.9211323729436766,0.19638608176993513,2.5,2
high-salinity,corrected_fc,inflection_time,36,26,1.9615384615384615,0.7060180864974626,0.13846153846153847,1.5,1
high-salinity,corrected_fc,inflection_time,37,28,2.0357142857142856,0.792658109342785,0.14979830228711807,1.5,1
high-salinity,corrected_fc,inflection_time,38,25,2.5,0.7637626158259734,0.15275252316519466,2.5,2
high-salinity,corrected_fc,inflection_time,39,24,1.9166666666666667,0.6538625481582945,0.13346913374198452,1.5,1
high-salinity,corrected_fc,inflection_time,41,26,2.1538461538461537,0.7452413135250993,0.14615384615384616,2,1
high-salinity,corrected_fc,inflection_time,42,23,1.8478260869565217,0.48698475355767396,0.10154334054280735,1.5,1
high-salinity,corrected_fc,inflection_time,43,28,2.392857142857143,0.8317445171439014,0.15718493905030442,2.5,2
high-salinity,corrected_fc,inflection_time,5,25,2.38,0.725718035235908,0.1451436070471816,2.5,1
high-salinity,corrected_fc,inflection_time,6,26,2.3846153846153846,0.8638019716079872,0.16940550419650183,2.5,2
high-salinity,corrected_fc,inflection_time,7,24,2.2083333333333335,0.6902530516863499,0.14089731416920842,2.5,1
high-salinity,corrected_fc,initial_slope,12,27,0.7005898715119204,0.7582121309714382,0.1459179926397332,0.51148451724019794,0.9236216702227534
high-salinity,corrected_fc,initial_slope,14,27,1.50104206328772,0.7776356580268292,0.14965605216441386,1.5080828360149792,1.2338332258754352
high-salinity,corrected_fc,initial_slope,15,26,1.0225865775140295,0.7410212188926812,0.14532621750461894,0.8994299525992537,0.9442116388251162
high-salinity,corrected_fc,initial_slope,16,23,1.1978663427594245,0.9807419892362109,0.20449884122675846,0.7438045326506074,0.9087761040277513
high-salinity,corrected_fc,initial_slope,19,27,1.550551134109056,0.7275823076276388,0.14002328038880876,1.4194862076784656,0.9124944719089447
high-salinity,corrected_fc,initial_slope,2,27,0.8938505480564635,0.8523553736672386,0.16403586814400142,0.5601519391134686,0.8191931952775945
high-salinity,corrected_fc,initial_slope,20,24,1.057753162531365,0.8013041573321336,0.16356552618621495,0.8594028032811218,1.0611077782157055
high-salinity,corrected_fc,initial_slope,21,26,1.684425866441882,0.9832095309403631,0.1928232532390508,1.4599629762119717,1.3157684580975988
high-salinity,corrected_fc,initial_slope,24,25,2.0608261936118657,1.1375111904215849,0.22750223808431697,2.3605449527411952,1.5134821792372923
high-salinity,corrected_fc,initial_slope,25,27,0.9585965103490983,0.6479726935510738,0.12470240301641311,0.7358664166741055,0.8751197554954422
high-salinity,corrected_fc,initial_slope,26,25,1.505480226601234,1.3956331712950723,0.27912663425901446,0.980874188840134,1.5442046131692784
high-salinity,corrected_fc,initial_slope,31,25,1.0815441782075321,0.9117784481118069,0.18235568962236137,0.938252986076856,1.2186855580762852
high-salinity,corrected_fc,initial_slope,32,24,1.66271384726813,0.9799661392056431,0.20003475052158792,1.485701634989742,1.389646189543617
high-salinity,corrected_fc,initial_slope,33,28,0.7837794518147309,0.685598811402693,0.1295659967237857,0.5969651057390997,1.0712471828156125
high-salinity,corrected_fc,initial_slope,34,22,1.003293912188044,0.7330508538132395,0.15628696715807452,0.8510459649377853,0.5821732477320367
high-salinity,corrected_fc,initial_slope,36,26,2.091184317888414,0.958370445243506,0.18795190775181703,2.3849193188204616,1.6819878447668117
high-salinity,corrected_fc,initial_slope,37,28,1.8426859015544612,1.0614187946093614,0.20058929767330821,2.136243512453909,2.0154844487817236
high-salinity,corrected_fc,initial_slope,38,25,1.0184861843481305,1.0027837989259207,0.20055675978518414,0.8156981913627119,1.2819450402657244
high-salinity,corrected_fc,initial_slope,39,24,1.3832340880101963,0.8305923375403425,0.16954395093661437,1.1191839733627535,1.4679870084784463
high-salinity,corrected_fc,initial_slope,41,26,1.4887201631064921,0.7815942647143362,0.15328324644194635,1.5064624184170037,1.2032428514136386
high-salinity,corrected_fc,initial_slope,42,23,2.0509273073960426,1.7626253969841155,0.3675328018542617,1.715963451157504,2.4901964540793813
high-salinity,corrected_fc,initial_slope,43,28,1.042075497403925,0.8341153497287581,0.15763298429456865,0.9144077859282778,1.4272509513184093
high-salinity,corrected_fc,initial_slope,5,25,1.709472593119204,1.0132314550972872,0.20264629101945744,1.6374274040256604,1.152213537612157
high-salinity,corrected_fc,initial_slope,6,26,1.1730965528123636,1.0080593115198648,0.19769669616533458,0.8552873719559219,1.198264797826765
high-salinity,corrected_fc,initial_slope,7,24,1.297648804696913,1.0561813673202916,0.21559211881414722,1.1862058283894048,1.0352050666014332
high-salinity,corrected_fc,late_early_auc_ratio,12,27,3.998192805743717,3.858408117967524,0.742550988517329,3.496446037758589,3.548458366229552
high-salinity,corrected_fc,late_early_auc_ratio,14,27,3.999091422299691,2.2535742623675503,0.43370056900557247,3.104745895786525,3.1893729399940938
high-salinity,corrected_fc,late_early_auc_ratio,15,26,4.403191227061523,6.991105337296954,1.3710685590946092,2.5643135203843856,1.5067437326384057
high-salinity,corrected_fc,late_early_auc_ratio,16,23,5.121054798187474,2.9442162876330538,0.6139115340731022,5.23173364272118,4.023287653897316
high-salinity,corrected_fc,late_early_auc_ratio,19,27,2.8125470365230494,1.288754053409757,0.24802083321844817,2.4301120149938815,1.7269842605950028
high-salinity,corrected_fc,late_early_auc_ratio,2,27,4.0928655353866885,3.679886239742352,0.7081944370341489,2.8379612659395543,2.365692317954568
high-salinity,corrected_fc,late_early_auc_ratio,20,24,4.353505258455341,2.659058464206124,0.5427780361278077,3.766249129001891,3.052952245504156
high-salinity,corrected_fc,late_early_auc_ratio,21,26,2.876925169420463,1.0525172268666836,0.20641561069945324,2.55238174105982,1.250012752315337
high-salinity,corrected_fc,late_early_auc_ratio,24,25,2.6080641014849038,1.4125092991704968,0.28250185983409937,1.9496111199054573,1.315747330359658
high-salinity,corrected_fc,late_early_auc_ratio,25,27,5.473228243746491,5.417378801200655,1.04257503639179,3.947207403436313,2.8523359141747258
high-salinity,corrected_fc,late_early_auc_ratio,26,25,6.3258630607737105,9.561989102003452,1.9123978204006904,3.5771682568410146,4.3508491563061575
high-salinity,corrected_fc,late_early_auc_ratio,31,25,8.454602701383102,20.81263172539015,4.16252634507803,2.981565743419697,3.3629540648970275
high-salinity,corrected_fc,late_early_auc_ratio,32,24,3.0590719963225736,1.0749534032434915,0.21942394460123352,2.885785983431275,1.6356406246241586
high-salinity,corrected_fc,late_early_auc_ratio,33,28,6.268338988044853,8.098991039831546,1.5305654401381916,4.484470256622552,3.3001058187310095
high-salinity,corrected_fc,late_early_auc_ratio,34,22,3.4647169025074156,2.0122310809968282,0.4290091079415481,2.80742847704523,2.142835370992655
high-salinity,corrected_fc,late_early_auc_ratio,36,26,2.3304678113395334,0.7933748941049004,0.1555936179475191,2.059403203766423,0.8290716337279347
high-salinity,corrected_fc,late_early_auc_ratio,37,28,2.3512082837338344,1.2151127556271324,0.22963472616369948,1.7624043173555184,1.1366351490441986
high-salinity,corrected_fc,late_early_auc_ratio,38,25,3.666857010545975,7.3471586045630435,1.4694317209126087,2.911733604454985,2.6494871835121843
high-salinity,corrected_fc,late_early_auc_ratio,39,24,2.5910810672536657,1.0191775977008701,0.2080387559702235,2.2143612883467076,1.57153615552126
high-salinity,corrected_fc,late_early_auc_ratio,41,26,3.428674975779176,3.3134395493396798,0.6498189584305043,2.365793251372252,1.4801816595942525
high-salinity,corrected_fc,late_early_auc_ratio,42,23,3.9675139483664563,3.988312923932396,0.8316207324100222,2.0994313515691125,1.115227091504826
high-salinity,corrected_fc,late_early_auc_ratio,43,28,3.3779242579673814,3.124022221470523,0.5903847063036107,2.6433174039305443,1.7665565902117868
high-salinity,corrected_fc,late_early_auc_ratio,5,25,3.927233269298868,4.425121057820378,0.8850242115640755,3.138844199255738,1.646558241994026
high-salinity,corrected_fc,late_early_auc_ratio,6,26,8.764334699805774,31.725674457604004,6.2219166592775,2.628795230234947,2.0091750489441047
high-salinity,corrected_fc,late_early_auc_ratio,7,24,4.290133285388791,3.698280011971371,0.7549082462719936,3.0532604339148186,2.9026438476338314
high-salinity,corrected_fc,metabolic_depression_index,12,27,6.17102606926427e-5,3.206559206039332e-4,6.17102606926427e-5,0,0
high-salinity,corrected_fc,metabolic_depression_index,14,27,6.396859417902496e-4,0.003323905656204778,6.396859417902494e-4,0,0
high-salinity,corrected_fc,metabolic_depression_index,15,26,0,0,0,0,0
high-salinity,corrected_fc,metabolic_depression_index,16,23,0.001068722288112636,0.0035707944742640672,7.445621175194123e-4,0,0
high-salinity,corrected_fc,metabolic_depression_index,19,27,9.077468385562873e-4,0.004044474744983946,7.783595275823748e-4,0,0
high-salinity,corrected_fc,metabolic_depression_index,2,27,0.0016819357144072387,0.007075398914451727,0.0013616611559608969,0,0
high-salinity,corrected_fc,metabolic_depression_index,20,24,0.0019183129101838353,0.009397775593887703,0.0019183129101838351,0,0
high-salinity,corrected_fc,metabolic_depression_index,21,26,0,0,0,0,0
high-salinity,corrected_fc,metabolic_depression_index,24,25,0.003179557819991349,0.013078848154567157,0.0026157696309134313,0,0
high-salinity,corrected_fc,metabolic_depression_index,25,27,0.007529306156390858,0.03810236499025506,0.007332803561295043,0,0
high-salinity,corrected_fc,metabolic_depression_index,26,25,0.0027695043254411336,0.010200813528691581,0.002040162705738316,0,0
high-salinity,corrected_fc,metabolic_depression_index,31,25,0.0028410297914393395,0.010077942029452508,0.0020155884058905013,0,0
