trace_id,family_id_group,phenotype,value_metric,baseline_value,final_value,peak_value,trough_value,time_to_peak,time_to_trough,auc_total,auc_early,auc_late,delta_auc_late_minus_early,late_early_auc_ratio,initial_slope,vmax,time_to_vmax,min_slope,time_to_min_slope,inflection_time,metabolic_scope,final_delta,depression_abs,metabolic_depression_index,resilience_ratio,stability_cv,trajectory_class,n_timepoints
20250701 plate10 C06,71,low-salinity,corrected_fc,0,7.207388343201288,7.207388343201288,0,4,0,15.457864464860542,4.127152148978099,11.330712315882444,7.203560166904345,2.745406979650115,2.6297114867448967,3.2346961575821958,2.5,0.3651698377215067,1.5,2.5,7.207388343201288,7.207388343201288,0,0,1,0.7644172771127957,monotonic_increase,5
20250701 plate10 D02,37,high-salinity,corrected_fc,0,5.088468732198055,5.088468732198055,0,4,0,12.986033427282905,4.385235336299643,8.600798090983261,4.215562754683618,1.9613082152714754,2.769595527456886,2.769595527456886,0.5,0.46168409022862766,1.5,1.5,5.088468732198055,5.088468732198055,0,0,1,0.6335238705813083,monotonic_increase,5
20250701 plate10 D03,31,high-salinity,corrected_fc,0,7.050138902515166,7.050138902515166,0,4,0,12.84443155798117,4.003627163756955,8.840804394224214,4.837177230467259,2.208198723961127,2.532225497923308,3.2058056253821823,3.5,0.41057783374398715,1.5,3.5,7.050138902515166,7.050138902515166,0,0,1,0.7781909931879266,monotonic_increase,5
20250701 plate10 D04,83,low-salinity,corrected_fc,0,4.407794385042365,4.407794385042365,0,4,0,12.82628144104098,4.768750654467338,8.057530786573642,3.2887801321063037,1.6896523576936013,3.012988864536431,3.012988864536431,0.5,0.30992258092081304,3.5,1.5,4.407794385042365,4.407794385042365,0,0,1,0.5868680838441114,monotonic_increase,5
20250701 plate10 D05,49,low-salinity,corrected_fc,0,4.311375371309755,4.311375371309755,0,4,0,11.926281855616661,4.390985725425777,7.535296130190885,3.1443104047651085,1.7160830395230258,2.807033973871345,2.807033973871345,0.5,0.3608695292375188,1.5,1.5,4.311375371309755,4.311375371309755,0,0,1,0.5954510213192283,monotonic_increase,5
20250701 plate10 D06,71,low-salinity,corrected_fc,0,3.631836273367042,3.631836273367042,0,4,0,9.06194255221769,3.0978613341803274,5.964081218037364,2.866219883857037,1.9252253650712288,1.9530071058800365,1.9530071058800365,0.5,0.3367013507205454,1.5,1.5,3.631836273367042,3.631836273367042,0,0,1,0.6336464631044042,monotonic_increase,5
20250701 plate11 A03,42,high-salinity,corrected_fc,0,4.921756682947775,4.921756682947775,0,4,0,12.66255716730517,4.133415717672161,8.52914144963301,4.395725731960848,2.0634608353491273,2.631987311759846,2.631987311759846,0.5,0.3549219807009676,3.5,1.5,4.921756682947775,4.921756682947775,0,0,1,0.6461874678720815,monotonic_increase,5
20250701 plate11 A04,43,high-salinity,corrected_fc,0,1.626584492789838,1.626584492789838,0,4,0,4.780214348726997,1.7560040200769476,3.0242103286500486,1.268206308573101,1.7222115063936634,1.0926702839370053,1.0926702839370053,0.5,0.07900014667465038,3.5,1.5,1.626584492789838,1.626584492789838,0,0,1,0.5891067951584282,monotonic_increase,5
20250701 plate11 B03,42,high-salinity,corrected_fc,0,6.703769198305371,7.073842703718161,0,3,0,22.826926429379185,9.228440227856225,13.59848620152296,4.370045973666734,1.4735411256688498,6.055681329204113,6.055681329204113,0.5,-0.3700735054127904,3.5,1.5,7.073842703718161,6.703769198305371,0.3700735054127904,0.05231576682052485,0.9476842331794751,0.5637613710989122,rise_then_depress,5
20250701 plate11 B04,43,high-salinity,corrected_fc,0,2.54183712461449,2.54183712461449,0,4,0,7.759590993941691,2.9994514430473602,4.760139550894331,1.7606881078469705,1.5870033708757625,1.904683866060584,1.904683866060584,0.5,0.14738371301418018,3.5,1.5,2.54183712461449,2.54183712461449,0,0,1,0.5744804071958297,monotonic_increase,5
20250701 plate11 B06,71,low-salinity,corrected_fc,0,5.38180701869446,5.38180701869446,0,4,0,13.331815469007086,4.689195840601547,8.64261962840554,3.9534237878039935,1.8430920614518063,3.027993850845516,3.027993850845516,0.5,0.2944101286665446,1.5,1.5,5.38180701869446,5.38180701869446,0,0,1,0.6286604559043913,monotonic_increase,5
20250701 plate11 C03,42,high-salinity,corrected_fc,0,4.992632419613813,4.992632419613813,0,4,0,15.94398352047698,6.415816940433058,9.528166580043921,3.112349639610863,1.485105742340707,4.2295787562259886,4.2295787562259886,0.5,0.14289761218815134,1.5,1.5,4.992632419613813,4.992632419613813,0,0,1,0.5656042694859622,monotonic_increase,5
20250701 plate11 C04,43,high-salinity,corrected_fc,0,2.647317874245888,2.647317874245888,0,4,0,7.7134616938368925,2.8094962660192193,4.903965427817674,2.0944691617984548,1.7454963322539354,1.740621427888703,1.740621427888703,0.5,0.13588622168167452,3.5,1.5,2.647317874245888,2.647317874245888,0,0,1,0.5921195458964394,monotonic_increase,5
20250701 plate11 C06,71,low-salinity,corrected_fc,0,2.861423292802503,2.861423292802503,0,4,0,9.016210977799574,3.5046050464412195,5.511605931358353,2.007000884917134,1.5726753395379487,2.226067009487275,2.226067009487275,0.5,0.05906704479934488,3.5,1.5,2.861423292802503,2.861423292802503,0,0,1,0.571699293357371,monotonic_increase,5
20250701 plate11 D02,88,low-salinity,corrected_fc,0,8.172637515717177,8.172637515717177,0,4,0,22.181840775755582,6.844564602258153,15.337276173497427,8.492711571239274,2.2407964662116515,3.38471329508113,3.534989319272917,1.5,0.3815314072553617,3.5,2.5,8.172637515717177,8.172637515717177,0,0,1,0.6650400370822667,monotonic_increase,5
20250701 plate11 D03,42,high-salinity,corrected_fc,0,3.713598931046685,3.713598931046685,0,4,0,11.593761402052827,4.514593914471534,7.079167487581294,2.5645735731097608,1.5680629579748067,2.869966172730432,2.869966172730432,0.5,0.13585865072983427,3.5,1.5,3.713598931046685,3.713598931046685,0,0,1,0.5717734144979185,monotonic_increase,5
20250701 plate11 D04,43,high-salinity,corrected_fc,0,2.874151007255405,2.874151007255405,0,4,0,7.785590099908207,2.635657229470792,5.149932870437415,2.5142756409666234,1.9539463678558306,1.5720394410823877,1.5720394410823877,0.5,0.22491142883409632,3.5,1.5,2.874151007255405,2.874151007255405,0,0,1,0.62193832449680575,monotonic_increase,5
20250701 plate11 D06,71,low-salinity,corrected_fc,0,5.736805967695307,5.736805967695307,0,4,0,18.55238472641563,7.419452583224743,11.132932143190889,3.713479559966146,1.5005058686354114,4.791741344409384,4.791741344409384,0.5,0.0999880471674306,3.5,1.5,5.736805967695307,5.736805967695307,0,0,1,0.5657065272173383,monotonic_increase,5
20250701 plate12 A03,79,low-salinity,corrected_fc,0,5.067708723578186,5.067708723578186,0,4,0,13.505016689654347,4.898201763993137,8.606814925661212,3.708613161668075,1.757137688555467,3.1833953111445275,3.1833953111445275,0.5,0.2462175945526912,1.5,1.5,5.067708723578186,5.067708723578186,0,0,1,0.606144111522859,monotonic_increase,5
20250701 plate12 A04,47,low-salinity,corrected_fc,0,4.308073750400078,4.308073750400078,0,4,0,11.825675841748028,4.356800409955816,7.468875431792212,3.1120750218363966,1.7143028665543019,2.777444560470521,2.777444560470521,0.5,0.38126713850006766,1.5,1.5,4.308073750400078,4.308073750400078,0,0,1,0.5963004706249048,monotonic_increase,5
20250701 plate12 A06,76,low-salinity,corrected_fc,0,5.977298609280596,5.977298609280596,0,4,0,15.158048133821712,5.134972529301628,10.023075604520084,4.888103075218456,1.9519238997532191,3.2503548557945896,3.2503548557945896,0.5,0.5188804912194853,1.5,1.5,5.977298609280596,5.977298609280596,0,0,1,0.6337247826901654,monotonic_increase,5
20250701 plate12 B02,70,low-salinity,corrected_fc,0,8.360424991250504,8.360424991250504,0,4,0,18.094439105673157,5.751012631679224,12.343426473993931,6.592413842314707,2.1463048795964483,3.6887360613777034,3.6887360613777034,0.5,0.4358170792253375,1.5,1.5,8.360424991250504,8.360424991250504,0,0,1,0.69644483383264,monotonic_increase,5
20250701 plate12 B03,79,low-salinity,corrected_fc,0,4.762680168118839,4.762680168118839,0,4,0,14.661760802020506,5.617507028797118,9.044253773223389,3.4267467444262705,1.6100120083267688,3.559832176666116,3.559832176666116,0.5,0.157441331085872,3.5,1.5,4.762680168118839,4.762680168118839,0,0,1,0.575760608539964,monotonic_increase,5
20250701 plate12 B04,47,low-salinity,corrected_fc,0,5.937837252356325,5.939607332821053,0,3,0,15.935048787652683,5.202148432588006,10.732900355064677,5.5307519224766715,2.063166880789134,3.377774036522545,3.377774036522545,0.5,-0.001770080464727819,3.5,1.5,5.939607332821053,5.937837252356325,0.001770080464727819,2.980130445571237e-4,0.9997019869554429,0.6450035917225497,rise_then_depress,5
20250701 plate12 B05,77,low-salinity,corrected_fc,0,8.333023067792045,8.333023067792045,0,4,0,17.180316908505432,5.564638103794093,11.61567880471134,6.051040700917247,2.087409565195536,3.5678548848779754,3.5678548848779754,0.5,0.42571155295425944,1.5,1.5,8.333023067792045,8.333023067792045,0,0,1,0.7095614717636486,monotonic_increase,5
20250701 plate12 B06,76,low-salinity,corrected_fc,0,4.55404837276244,4.55404837276244,0,4,0,14.48079043918978,5.693228073936714,8.787562365253066,3.0943342913163523,1.5435113877629538,3.671528218051983,3.671528218051983,0.5,0.06521004977532652,3.5,1.5,4.55404837276244,4.55404837276244,0,0,1,0.5691204765189841,monotonic_increase,5
20250701 plate12 C02,70,low-salinity,corrected_fc,0,5.634120934279331,5.634120934279331,0,4,0,12.272112095818239,3.334711982770007,8.93740011304823,5.602688130278223,2.680111553629379,2.064501342499492,2.3097077250970197,2.5,0.4759199380415393,1.5,2.5,5.634120934279331,5.634120934279331,0,0,1,0.7491736316438534,monotonic_increase,5
20250701 plate12 C03,79,low-salinity,corrected_fc,0,6.887988775005047,6.887988775005047,0,4,0,15.5874790778868,4.830124372048937,10.757354705837862,5.927230333788925,2.227138242669018,3.0269183183950004,3.0269183183950004,0.5,0.5794937889128735,1.5,1.5,6.887988775005047,6.887988775005047,0,0,1,0.6893058976243975,monotonic_increase,5
20250701 plate12 C04,47,low-salinity,corrected_fc,0,6.060012640362528,6.060012640362528,0,4,0,15.937202373699183,5.896013996537529,10.041188377161653,4.145174380624124,1.7030469030532158,3.760266710531677,3.760266710531677,0.5,0.5112278614800254,1.5,1.5,6.060012640362528,6.060012640362528,0,0,1,0.6029749720524673,monotonic_increase,5
20250701 plate12 C05,77,low-salinity,corrected_fc,0,6.121793482755488,6.121793482755488,0,4,0,15.489963422756354,5.3070610041260915,10.182902418630263,4.875841414504172,1.9187460650468011,3.459053490701232,3.459053490701232,0.5,0.23696153614848736,1.5,1.5,6.121793482755488,6.121793482755488,0,0,1,0.6333953533248695,monotonic_increase,5
20250701 plate12 C06,76,low-salinity,corrected_fc,0,5.539775519200729,5.539775519200729,0,4,0,17.502444482310292,6.873903120818332,10.628541361491958,3.7546382406736267,1.5462163453107616,4.409900311720727,4.409900311720727,0.5,0.14512472640673924,3.5,1.5,5.539775519200729,5.539775519200729,0,0,1,0.569554351624984,monotonic_increase,5
20250701 plate12 D02,70,low-salinity,corrected_fc,0,2.581293027702133,2.581293027702133,0,4,0,3.953859282437975,0.8663626106756075,3.0874966717623673,2.22113406108676,3.563746442560204,0.46948139037668646,1.181324090089753,3.5,0.3242810502211556,1.5,3.5,2.581293027702133,2.581293027702133,0,0,1,0.9500946021357388,monotonic_increase,5
20250701 plate12 D03,79,low-salinity,corrected_fc,0,5.463990643055375,5.463990643055375,0,4,0,12.43683852384961,3.3304149352370267,9.106423588612584,5.776008653375557,2.7343210277684142,2.0733202825050348,2.6031443088889197,2.5,0.34665702870247106,3.5,3.5,5.463990643055375,5.463990643055375,0,0,1,0.7488216737454882,monotonic_increase,5
20250701 plate12 D04,47,low-salinity,corrected_fc,0,6.249668966108468,6.249668966108468,0,4,0,16.267222830157664,5.612702561454331,10.654520268703331,5.041817707249001,1.8982869931277089,3.608258419184599,3.608258419184599,0.5,0.40062986535486367,1.5,1.5,6.249668966108468,6.249668966108468,0,0,1,0.6245178486986807,monotonic_increase,5
20250701 plate12 D06,76,low-salinity,corrected_fc,0,3.702967868754404,3.702967868754404,0,4,0,11.657258734805925,4.537670090009553,7.119588644796373,2.58191855478682,1.5689965342503303,2.875188591483858,2.875188591483858,0.5,0.09734465686092797,3.5,1.5,3.702967868754404,3.702967868754404,0,0,1,0.5715299529313915,monotonic_increase,5
20250701 plate13 A02,24,high-salinity,corrected_fc,0,7.687482821044711,7.702918661058537,0,3,0,18.380072424023822,5.045521986707578,13.334550437316242,8.289028450608665,2.642848544203375,3.257631620972228,4.127137929587837,2.5,-0.015435840013826585,3.5,3.5,7.702918661058537,7.687482821044711,0.015435840013826585,0.0020038949770898123,0.9979961050229101,0.7380975149975103,rise_then_depress,5
20250701 plate13 A03,5,high-salinity,corrected_fc,0,5.977199051181883,6.1331404662429785,0,3,0,17.762310079768007,6.114284609511999,11.648025470256007,5.533740860744008,1.9050512388865841,3.587999131089912,3.587999131089912,0.5,-0.15594141506109516,3.5,1.5,6.1331404662429785,5.977199051181883,0.15594141506109516,0.025426030256342932,0.9745739697436571,0.6098603720738847,rise_then_depress,5
20250701 plate13 A04,20,high-salinity,corrected_fc,0,4.627755319346902,4.627755319346902,0,4,0,9.653079074070433,2.594201952879655,7.058877121190779,4.464675168311124,2.7210206643145796,1.6400159053428989,1.8824413189070601,2.5,0.26835618973061304,1.5,2.5,4.627755319346902,4.627755319346902,0,0,1,0.7669054126115563,monotonic_increase,5
20250701 plate13 A05,88,low-salinity,corrected_fc,0,6.765030177961681,6.765030177961681,0,4,0,16.67482955465583,5.039676440574483,11.635153114081348,6.595476673506865,2.3087103410859116,2.5860286097780203,2.5860286097780203,0.5,0.8916945327111208,2.5,2.5,6.765030177961681,6.765030177961681,0,0,1,0.6793148660765161,monotonic_increase,5
20250701 plate13 B02,24,high-salinity,corrected_fc,0,4.610664496782987,4.610664496782987,0,4,0,11.554189221940252,4.267727207818327,7.286462014121924,3.0187348063035975,1.707340150695054,2.7750921604915213,2.7750921604915213,0.5,0.21017793416209019,1.5,1.5,4.610664496782987,4.610664496782987,0,0,1,0.6149797044928565,monotonic_increase,5
20250701 plate13 B03,5,high-salinity,corrected_fc,0,4.444089629476641,4.444089629476641,0,4,0,10.901231381162795,3.8836197127967456,7.01761166836605,3.1339919555693045,1.8069770439269903,2.422812001472169,2.422812001472169,0.5,0.41314371965399976,2.5,1.5,4.444089629476641,4.444089629476641,0,0,1,0.6269872146911017,monotonic_increase,5
20250701 plate13 B05,88,low-salinity,corrected_fc,0,4.294330940302847,4.294330940302847,0,4,0,10.042807677405198,3.680860378225458,6.3619472991797394,2.6810869209542814,1.7283859330320028,2.363869510164838,2.363869510164838,0.5,0.26380922484645764,2.5,1.5,4.294330940302847,4.294330940302847,0,0,1,0.6369290945976079,monotonic_increase,5
20250701 plate13 B06,54,low-salinity,corrected_fc,0,9.941187108341849,9.941187108341849,0,4,0,25.184674612066473,7.6929263658625935,17.49174824620388,9.798821880341286,2.273744400287466,4.377326227893392,4.377326227893392,0.5,0.7356325542780944,3.5,1.5,9.941187108341849,9.941187108341849,0,0,1,0.6675475939957181,monotonic_increase,5
20250701 plate13 C02,24,high-salinity,corrected_fc,0,4.795883803381043,4.795883803381043,0,4,0,11.234366888446974,3.8364200427139625,7.397946845733013,3.56152680301905,1.9283464175887144,2.421479828761632,2.421479828761632,0.5,0.4084005991430302,1.5,1.5,4.795883803381043,4.795883803381043,0,0,1,0.6498508780400453,monotonic_increase,5
20250701 plate13 C03,5,high-salinity,corrected_fc,0,8.00612715175774,8.00612715175774,0,4,0,16.867819591385576,4.996228808819234,11.871590782566344,6.8753619737471094,2.376110309762209,3.243240765374087,3.243240765374087,0.5,0.26273532151620804,1.5,1.5,8.00612715175774,8.00612715175774,0,0,1,0.7304828711969755,monotonic_increase,5
20250701 plate13 C04,20,high-salinity,corrected_fc,0,4.398675282972752,4.398675282972752,0,4,0,9.484258623203267,3.74526039873584,5.738998224467428,1.9937378257315883,1.53233623659507,2.6203745439200463,2.6203745439200463,0.5,-0.3706028342884595,1.5,1.5,4.398675282972752,4.398675282972752,0,0,1,0.6700545016352994,rise_then_depress,5
20250701 plate13 C06,54,low-salinity,corrected_fc,0,5.592736608531344,5.64118207742889,0,3,0,16.06173075986885,5.445648363782406,10.616082396086446,5.17043403230404,1.9494616043685917,3.267116349390521,3.267116349390521,0.5,-0.04844546889754575,3.5,1.5,5.64118207742889,5.592736608531344,0.04844546889754575,0.008587822238779073,0.9914121777612209,0.6166115481631833,rise_then_depress,5
20250701 plate13 D02,24,high-salinity,corrected_fc,0,4.8726165465807,4.8726165465807,0,4,0,13.652886889905954,5.255315062172867,8.397571827733088,3.142256765560221,1.597919768536393,3.36261183097462,3.36261183097462,0.5,0.28315386084799554,2.5,1.5,4.8726165465807,4.8726165465807,0,0,1,0.5846973287598208,monotonic_increase,5
20250701 plate13 D04,20,high-salinity,corrected_fc,0,3.458082586035119,3.624974641739216,0,3,0,10.961620301147208,4.202819838730353,6.758800462416856,2.5559806236865033,1.60815850352002,2.798035311070272,2.798035311070272,0.5,-0.1668920557040967,3.5,1.5,3.624974641739216,3.458082586035119,0.1668920557040967,0.04603950984441206,0.9539604901555879,0.578068706720664,rise_then_depress,5
20250701 plate13 D06,54,low-salinity,corrected_fc,0,5.830011027002515,5.830011027002515,0,4,0,15.824536971551176,5.055480958979882,10.769056012571294,5.713575053591412,2.130174379045495,2.8788551859827223,2.8788551859827223,0.5,0.1525863009296371,3.5,1.5,5.830011027002515,5.830011027002515,0,0,1,0.6429463585467995,monotonic_increase,5
20250701 plate14 A02,24,high-salinity,corrected_fc,0,5.964353418403995,6.377238572177665,0,3,0,16.27886002942546,5.127052279562347,11.151807749863114,6.024755470300766,2.1750914837199686,3.3346598110788976,3.3346598110788976,0.5,-0.4128851537736704,3.5,3.5,6.377238572177665,5.964353418403995,0.4128851537736704,0.06474356402079538,0.9352564359792046,0.6620321338822563,rise_then_depress,5
20250701 plate14 A03,85,low-salinity,corrected_fc,0,6.496656133863367,6.496656133863367,0,4,0,15.932184851398473,4.63460711288087,11.297577738517603,6.662970625636733,2.4376559788894454,2.974957220556051,3.0702999946114646,2.5,0.10705635460226581,3.5,3.5,6.496656133863367,6.496656133863367,0,0,1,0.7058065994199461,monotonic_increase,5
20250701 plate14 A04,79,low-salinity,corrected_fc,0,4.12902369915437,4.12902369915437,0,4,0,12.628664321009976,4.840567830739314,7.7880964902706635,2.9475286595313497,1.6089220857134783,3.124915051140063,3.124915051140063,0.5,0.1210918380601429,3.5,1.5,4.12902369915437,4.12902369915437,0,0,1,0.5763294232461397,monotonic_increase,5
