phenotype,value_metric,feature,contrast,estimate,SE,df,t.ratio,p.value
low-salinity,corrected_fc,auc_late,82-50,2.467324835500257,NA,NA,NA,0.787446353168286
low-salinity,corrected_fc,auc_late,83-50,-0.003480846580941943,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,84-50,-0.28146221532749305,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,85-50,-0.21811098667368434,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,88-50,2.3036789972904828,NA,NA,NA,0.8906995889031696
low-salinity,corrected_fc,auc_late,90-50,1.1286949249169131,NA,NA,NA,0.9999940117412176
low-salinity,corrected_fc,auc_late,54-51,4.592907447934221,NA,NA,NA,0.011190167237191573
low-salinity,corrected_fc,auc_late,55-51,-0.6592097075332619,NA,NA,NA,0.9999999999002716
low-salinity,corrected_fc,auc_late,57-51,-0.6067113395736046,NA,NA,NA,0.9999999999673854
low-salinity,corrected_fc,auc_late,60-51,-0.6520051724069651,NA,NA,NA,0.9999999998003856
low-salinity,corrected_fc,auc_late,61-51,-0.5390554775979277,NA,NA,NA,0.9999999999972925
low-salinity,corrected_fc,auc_late,70-51,-1.1085561753545052,NA,NA,NA,0.9999889350060152
low-salinity,corrected_fc,auc_late,71-51,0.46538291357769346,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,72-51,1.0952813976917648,NA,NA,NA,0.9999926358942204
low-salinity,corrected_fc,auc_late,74-51,-0.12585842765200006,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,76-51,1.8689257610351513,NA,NA,NA,0.9769300585909741
low-salinity,corrected_fc,auc_late,77-51,3.080630957053123,NA,NA,NA,0.254641708851818
low-salinity,corrected_fc,auc_late,78-51,6.153213028363383,NA,NA,NA,1.0054962457095584e-5
low-salinity,corrected_fc,auc_late,79-51,0.01535464040283685,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,80-51,-0.36872511750586057,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,82-51,2.370970433366989,NA,NA,NA,0.833051913703873
low-salinity,corrected_fc,auc_late,83-51,-0.09983524871420979,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,84-51,-0.3778166174607609,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,85-51,-0.3144653888069522,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,88-51,2.207324595157215,NA,NA,NA,0.9209316971067907
low-salinity,corrected_fc,auc_late,90-51,1.0323405227836453,NA,NA,NA,0.999998743468908
low-salinity,corrected_fc,auc_late,55-54,-5.252117155467483,NA,NA,NA,0.002053008962111136
low-salinity,corrected_fc,auc_late,57-54,-5.199618787507825,NA,NA,NA,0.0015474728250493008
low-salinity,corrected_fc,auc_late,60-54,-5.244912620341186,NA,NA,NA,0.0011188461062640043
low-salinity,corrected_fc,auc_late,61-54,-5.131962925532148,NA,NA,NA,0.0017453515573140344
low-salinity,corrected_fc,auc_late,70-54,-5.701463623288726,NA,NA,NA,1.6648035565403063e-4
low-salinity,corrected_fc,auc_late,71-54,-4.127524534356527,NA,NA,NA,0.06334325880797331
low-salinity,corrected_fc,auc_late,72-54,-3.497626050242456,NA,NA,NA,0.2656550787082045
low-salinity,corrected_fc,auc_late,74-54,-4.718765875586221,NA,NA,NA,0.00905043620364232
low-salinity,corrected_fc,auc_late,76-54,-2.7239816868990694,NA,NA,NA,0.794655665403019
low-salinity,corrected_fc,auc_late,77-54,-1.5122764908810975,NA,NA,NA,0.9998837854364379
low-salinity,corrected_fc,auc_late,78-54,1.5603055804291621,NA,NA,NA,0.9999470275265698
low-salinity,corrected_fc,auc_late,79-54,-4.577552807531384,NA,NA,NA,0.008857230854030895
low-salinity,corrected_fc,auc_late,80-54,-4.961632565440081,NA,NA,NA,0.003341230722253785
low-salinity,corrected_fc,auc_late,82-54,-2.2219370145672315,NA,NA,NA,0.9778357631215788
low-salinity,corrected_fc,auc_late,83-54,-4.6927426966484305,NA,NA,NA,0.009897231935235506
low-salinity,corrected_fc,auc_late,84-54,-4.970724065394982,NA,NA,NA,0.004224559236135406
low-salinity,corrected_fc,auc_late,85-54,-4.907372836741173,NA,NA,NA,0.006101746374971517
low-salinity,corrected_fc,auc_late,88-54,-2.3855828527770058,NA,NA,NA,0.9562346706189395
low-salinity,corrected_fc,auc_late,90-54,-3.5605669251505754,NA,NA,NA,0.27757084722166026
low-salinity,corrected_fc,auc_late,57-55,0.052498367959657344,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,60-55,0.007204535126296818,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,61-55,0.1201542299353342,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,70-55,-0.4493464678212433,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,71-55,1.1245926211109554,NA,NA,NA,0.9999960384576456
low-salinity,corrected_fc,auc_late,72-55,1.7544911052250267,NA,NA,NA,0.9927310218955774
low-salinity,corrected_fc,auc_late,74-55,0.5333512798812619,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,76-55,2.528135468568413,NA,NA,NA,0.7528636671543558
low-salinity,corrected_fc,auc_late,77-55,3.739840664586385,NA,NA,NA,0.06769416601534917
low-salinity,corrected_fc,auc_late,78-55,6.812422735896645,NA,NA,NA,1.3510118948012462e-6
low-salinity,corrected_fc,auc_late,79-55,0.6745643479360988,NA,NA,NA,0.9999999997289356
low-salinity,corrected_fc,auc_late,80-55,0.29048459002740135,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,82-55,3.030180140900251,NA,NA,NA,0.45438559264501555
low-salinity,corrected_fc,auc_late,83-55,0.5593744588190521,NA,NA,NA,0.9999999999984335
low-salinity,corrected_fc,auc_late,84-55,0.281393090072501,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,85-55,0.34474431872630973,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,88-55,2.866534302690477,NA,NA,NA,0.6022641333238463
low-salinity,corrected_fc,auc_late,90-55,1.6915502303169072,NA,NA,NA,0.9971078502422939
low-salinity,corrected_fc,auc_late,60-57,-0.045293832833360526,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,61-57,0.06765586197567686,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,70-57,-0.5018448357809007,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,71-57,1.072094253151298,NA,NA,NA,0.9999971317941614
low-salinity,corrected_fc,auc_late,72-57,1.7019927372653694,NA,NA,NA,0.9926125136936454
low-salinity,corrected_fc,auc_late,74-57,0.4808529119216045,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,76-57,2.475637100608756,NA,NA,NA,0.7368008187398594
low-salinity,corrected_fc,auc_late,77-57,3.6873422966267277,NA,NA,NA,0.05620786502141428
low-salinity,corrected_fc,auc_late,78-57,6.759924367936987,NA,NA,NA,7.384376469188325e-7
low-salinity,corrected_fc,auc_late,79-57,0.6220659799764414,NA,NA,NA,0.9999999999033486
low-salinity,corrected_fc,auc_late,80-57,0.237986222067744,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,82-57,2.9776817729405938,NA,NA,NA,0.43080035075492484
low-salinity,corrected_fc,auc_late,83-57,0.5068760908593948,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,84-57,0.22889472211284367,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,85-57,0.2922459507666524,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,88-57,2.8140359347308195,NA,NA,NA,0.5830994689300528
low-salinity,corrected_fc,auc_late,90-57,1.6390518623572499,NA,NA,NA,0.9971827680916978
low-salinity,corrected_fc,auc_late,61-60,0.11294969480903738,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,70-60,-0.45655100294754014,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,71-60,1.1173880859846586,NA,NA,NA,0.9999924876748105
low-salinity,corrected_fc,auc_late,72-60,1.74728657009873,NA,NA,NA,0.988242710698231
low-salinity,corrected_fc,auc_late,74-60,0.526146744754965,NA,NA,NA,0.9999999999991198
low-salinity,corrected_fc,auc_late,76-60,2.5209309334421164,NA,NA,NA,0.6873617658867233
low-salinity,corrected_fc,auc_late,77-60,3.7326361294600883,NA,NA,NA,0.043541580197745566
low-salinity,corrected_fc,auc_late,78-60,6.805218200770348,NA,NA,NA,4.469129534223626e-7
low-salinity,corrected_fc,auc_late,79-60,0.66735981280980194,NA,NA,NA,0.9999999994329121
low-salinity,corrected_fc,auc_late,80-60,0.28328005490110453,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,82-60,3.0229756057739543,NA,NA,NA,0.38059016798432244
low-salinity,corrected_fc,auc_late,83-60,0.5521699236927553,NA,NA,NA,0.9999999999968889
low-salinity,corrected_fc,auc_late,84-60,0.2741885549462042,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,85-60,0.3375397836000129,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,88-60,2.85932976756418,NA,NA,NA,0.5313283485777814
low-salinity,corrected_fc,auc_late,90-60,1.6843456951906104,NA,NA,NA,0.9953035158471597
low-salinity,corrected_fc,auc_late,70-61,-0.5695006977565775,NA,NA,NA,0.9999999999920773
low-salinity,corrected_fc,auc_late,71-61,1.0044383911756212,NA,NA,NA,0.999999038632388
low-salinity,corrected_fc,auc_late,72-61,1.6343368752896925,NA,NA,NA,0.9951695125397694
low-salinity,corrected_fc,auc_late,74-61,0.41319704994592765,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,76-61,2.407981238633079,NA,NA,NA,0.7683233932117086
low-salinity,corrected_fc,auc_late,77-61,3.619686434651051,NA,NA,NA,0.06277111070454788
low-salinity,corrected_fc,auc_late,78-61,6.6922685059613105,NA,NA,NA,8.115534044783601e-7
low-salinity,corrected_fc,auc_late,79-61,0.5544101180007646,NA,NA,NA,0.9999999999908324
low-salinity,corrected_fc,auc_late,80-61,0.17033036009206715,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,82-61,2.910025910964917,NA,NA,NA,0.46266736324845115
low-salinity,corrected_fc,auc_late,83-61,0.4392202288837179,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,84-61,0.16123886013716682,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,85-61,0.22459008879097553,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,88-61,2.7463800727551426,NA,NA,NA,0.6170757103920161
low-salinity,corrected_fc,auc_late,90-61,1.571396000381573,NA,NA,NA,0.9982767597917409
low-salinity,corrected_fc,auc_late,71-70,1.5739390889321987,NA,NA,NA,0.9975529770439587
low-salinity,corrected_fc,auc_late,72-70,2.20383757304627,NA,NA,NA,0.862294690843432
low-salinity,corrected_fc,auc_late,74-70,0.9826977477025052,NA,NA,NA,0.9999992387408048
low-salinity,corrected_fc,auc_late,76-70,2.9774819363896565,NA,NA,NA,0.33644735361349376
low-salinity,corrected_fc,auc_late,77-70,4.189187132407628,NA,NA,NA,0.008272769630901067
low-salinity,corrected_fc,auc_late,78-70,7.261769203717888,NA,NA,NA,3.7102277250511406e-8
low-salinity,corrected_fc,auc_late,79-70,1.123910815757342,NA,NA,NA,0.9999776692650937
low-salinity,corrected_fc,auc_late,80-70,0.7398310578486447,NA,NA,NA,0.9999999974281968
low-salinity,corrected_fc,auc_late,82-70,3.4795266087214944,NA,NA,NA,0.13679197326279147
low-salinity,corrected_fc,auc_late,83-70,1.0087209266402954,NA,NA,NA,0.999998725117081
low-salinity,corrected_fc,auc_late,84-70,0.7307395578937443,NA,NA,NA,0.9999999987105006
low-salinity,corrected_fc,auc_late,85-70,0.794090786547553,NA,NA,NA,0.9999999938821857
low-salinity,corrected_fc,auc_late,88-70,3.31588077051172,NA,NA,NA,0.22869865405126666
low-salinity,corrected_fc,auc_late,90-70,2.1408966981381505,NA,NA,NA,0.9203774920750201
low-salinity,corrected_fc,auc_late,72-71,0.6298984841140713,NA,NA,NA,0.9999999999597411
low-salinity,corrected_fc,auc_late,74-71,-0.5912413412296935,NA,NA,NA,0.9999999999903673
low-salinity,corrected_fc,auc_late,76-71,1.4035428474574578,NA,NA,NA,0.999742287848024
low-salinity,corrected_fc,auc_late,77-71,2.6152480434754297,NA,NA,NA,0.6517781840265597
low-salinity,corrected_fc,auc_late,78-71,5.687830114785689,NA,NA,NA,1.6157552186168989e-4
low-salinity,corrected_fc,auc_late,79-71,-0.4500282731748566,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,80-71,-0.834108031083554,NA,NA,NA,0.9999999782896094
low-salinity,corrected_fc,auc_late,82-71,1.9055875197892957,NA,NA,NA,0.9862683368301082
low-salinity,corrected_fc,auc_late,83-71,-0.5652181622919032,NA,NA,NA,0.9999999999965823
low-salinity,corrected_fc,auc_late,84-71,-0.8431995310384544,NA,NA,NA,0.9999999816605505
low-salinity,corrected_fc,auc_late,85-71,-0.7798483023846456,NA,NA,NA,0.9999999972039438
low-salinity,corrected_fc,auc_late,88-71,1.7419416815795215,NA,NA,NA,0.9965569554980136
low-salinity,corrected_fc,auc_late,90-71,0.5669576092059518,NA,NA,NA,0.9999999999982676
low-salinity,corrected_fc,auc_late,74-72,-1.2211398253437649,NA,NA,NA,0.9999610609528851
low-salinity,corrected_fc,auc_late,76-72,0.7736443633433865,NA,NA,NA,0.9999999971109728
low-salinity,corrected_fc,auc_late,77-72,1.9853495593613584,NA,NA,NA,0.9623897744407225
low-salinity,corrected_fc,auc_late,78-72,5.057931630671618,NA,NA,NA,0.0018559079513343901
low-salinity,corrected_fc,auc_late,79-72,-1.079926757288928,NA,NA,NA,0.9999911575277088
low-salinity,corrected_fc,auc_late,80-72,-1.4640065151976254,NA,NA,NA,0.9990441010217652
low-salinity,corrected_fc,auc_late,82-72,1.2756890356752244,NA,NA,NA,0.9999689209148033
low-salinity,corrected_fc,auc_late,83-72,-1.1951166464059746,NA,NA,NA,0.9999735940954526
low-salinity,corrected_fc,auc_late,84-72,-1.4730980151525257,NA,NA,NA,0.9992205522779739
low-salinity,corrected_fc,auc_late,85-72,-1.409746786498717,NA,NA,NA,0.9996755558019924
low-salinity,corrected_fc,auc_late,88-72,1.11204319746545,NA,NA,NA,0.9999981771558777
low-salinity,corrected_fc,auc_late,90-72,-0.0629408749081195,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,76-74,1.9947841886871513,NA,NA,NA,0.960390560564905
low-salinity,corrected_fc,auc_late,77-74,3.2064893847051232,NA,NA,NA,0.21559957835756283
low-salinity,corrected_fc,auc_late,78-74,6.279071456015383,NA,NA,NA,8.392055467321136e-6
low-salinity,corrected_fc,auc_late,79-74,0.1412130680548369,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,80-74,-0.2428666898538605,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,82-74,2.4968288610189893,NA,NA,NA,0.7819529916080286
low-salinity,corrected_fc,auc_late,83-74,0.02602317893779027,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,84-74,-0.25195818980876084,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,85-74,-0.18860696115495212,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,88-74,2.333183022809215,NA,NA,NA,0.8861542675747202
low-salinity,corrected_fc,auc_late,90-74,1.1581989504356454,NA,NA,NA,0.9999917438453951
low-salinity,corrected_fc,auc_late,77-76,1.2117051960179719,NA,NA,NA,0.9999836542569832
low-salinity,corrected_fc,auc_late,78-76,4.2842872673282315,NA,NA,NA,0.035713808465736574
low-salinity,corrected_fc,auc_late,79-76,-1.8535711206323144,NA,NA,NA,0.9726607908321983
low-salinity,corrected_fc,auc_late,80-76,-2.237650878541012,NA,NA,NA,0.8685855530029658
low-salinity,corrected_fc,auc_late,82-76,0.5020446723318379,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,83-76,-1.968761009749361,NA,NA,NA,0.9657194755423366
low-salinity,corrected_fc,auc_late,84-76,-2.246742378495912,NA,NA,NA,0.8839267847471428
low-salinity,corrected_fc,auc_late,85-76,-2.1833911498421035,NA,NA,NA,0.9184916529942754
low-salinity,corrected_fc,auc_late,88-76,0.3383988341220636,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,90-76,-0.836585238251506,NA,NA,NA,0.9999999919667772
low-salinity,corrected_fc,auc_late,78-77,3.0725820713102596,NA,NA,NA,0.5311810358717516
low-salinity,corrected_fc,auc_late,79-77,-3.0652763166502863,NA,NA,NA,0.22351802851812763
low-salinity,corrected_fc,auc_late,80-77,-3.4493560745589837,NA,NA,NA,0.10498429393486974
low-salinity,corrected_fc,auc_late,82-77,-0.709660523686134,NA,NA,NA,0.9999999998647899
low-salinity,corrected_fc,auc_late,83-77,-3.180466205767333,NA,NA,NA,0.229283063076256
low-salinity,corrected_fc,auc_late,84-77,-3.458447574513884,NA,NA,NA,0.12244807259818091
low-salinity,corrected_fc,auc_late,85-77,-3.3950963458600754,NA,NA,NA,0.15870905969689675
low-salinity,corrected_fc,auc_late,88-77,-0.8733063618959083,NA,NA,NA,0.9999999908644306
low-salinity,corrected_fc,auc_late,90-77,-2.048290434269478,NA,NA,NA,0.9620389496104698
low-salinity,corrected_fc,auc_late,79-78,-6.137858387960546,NA,NA,NA,6.118136975263866e-6
low-salinity,corrected_fc,auc_late,80-78,-6.521938145869243,NA,NA,NA,1.96330361923458e-6
low-salinity,corrected_fc,auc_late,82-78,-3.7822425949963936,NA,NA,NA,0.17929338260417294
low-salinity,corrected_fc,auc_late,83-78,-6.253048277077593,NA,NA,NA,9.527840858503112e-6
low-salinity,corrected_fc,auc_late,84-78,-6.531029645824144,NA,NA,NA,3.099111087756512e-6
low-salinity,corrected_fc,auc_late,85-78,-6.467678417170335,NA,NA,NA,5.535404985046455e-6
low-salinity,corrected_fc,auc_late,88-78,-3.945888433206168,NA,NA,NA,0.13652636507350968
low-salinity,corrected_fc,auc_late,90-78,-5.1208725055797375,NA,NA,NA,0.0023823387264219065
low-salinity,corrected_fc,auc_late,80-79,-0.3840797579086974,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,82-79,2.3556157929641524,NA,NA,NA,0.8129881086274915
low-salinity,corrected_fc,auc_late,83-79,-0.11518988911704664,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,84-79,-0.39317125786359775,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,85-79,-0.32982002920978903,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,88-79,2.191969954754378,NA,NA,NA,0.9100956396841342
low-salinity,corrected_fc,auc_late,90-79,1.0169858823808084,NA,NA,NA,0.9999985494178727
low-salinity,corrected_fc,auc_late,82-80,2.7396955508728498,NA,NA,NA,0.5932182744878418
low-salinity,corrected_fc,auc_late,83-80,0.2688898687916508,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,84-80,-0.009091499954900328,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,85-80,0.05425972869890838,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,88-80,2.5760497126630755,NA,NA,NA,0.7395696657815742
low-salinity,corrected_fc,auc_late,90-80,1.4010656402895059,NA,NA,NA,0.9997184364787784
low-salinity,corrected_fc,auc_late,83-82,-2.470805682081199,NA,NA,NA,0.7979452006245051
low-salinity,corrected_fc,auc_late,84-82,-2.74878705082775,NA,NA,NA,0.6221401676666095
low-salinity,corrected_fc,auc_late,85-82,-2.6854358221739414,NA,NA,NA,0.6870970401695264
low-salinity,corrected_fc,auc_late,88-82,-0.1636458382097743,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,90-82,-1.338629910583344,NA,NA,NA,0.9999556324237011
low-salinity,corrected_fc,auc_late,84-83,-0.2779813687465511,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,85-83,-0.2146301400927424,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,88-83,2.3071598438714247,NA,NA,NA,0.8969766054079742
low-salinity,corrected_fc,auc_late,90-83,1.132175771497855,NA,NA,NA,0.9999946240346793
low-salinity,corrected_fc,auc_late,85-84,0.06335122865380871,NA,NA,NA,1
low-salinity,corrected_fc,auc_late,88-84,2.585141212617976,NA,NA,NA,0.7619009357838047
low-salinity,corrected_fc,auc_late,90-84,1.4101571402444062,NA,NA,NA,0.9997678616077144
low-salinity,corrected_fc,auc_late,88-85,2.521789983964167,NA,NA,NA,0.8139336926356859
low-salinity,corrected_fc,auc_late,90-85,1.3468059115905975,NA,NA,NA,0.9999104419664175
low-salinity,corrected_fc,auc_late,90-88,-1.1749840723735696,NA,NA,NA,0.9999968973135449
low-salinity,corrected_fc,auc_total,48-47,2.4037121098373415,NA,NA,NA,0.9942070472874067
low-salinity,corrected_fc,auc_total,49-47,-0.006625191098105887,NA,NA,NA,1
low-salinity,corrected_fc,auc_total,50-47,-3.5161662065271955,NA,NA,NA,0.6429609850970954
low-salinity,corrected_fc,auc_total,51-47,-2.972258382566997,NA,NA,NA,0.8867084910218368
low-salinity,corrected_fc,auc_total,54-47,2.9256325450738636,NA,NA,NA,0.9814218524850835
low-salinity,corrected_fc,auc_total,55-47,-3.927437812590717,NA,NA,NA,0.49656664498860836
low-salinity,corrected_fc,auc_total,57-47,-3.986786779325545,NA,NA,NA,0.3942014210600979
low-salinity,corrected_fc,auc_total,60-47,-3.7449169312186505,NA,NA,NA,0.5094517176971542
low-salinity,corrected_fc,auc_total,61-47,-3.6500378966777456,NA,NA,NA,0.5650497184325026
low-salinity,corrected_fc,auc_total,70-47,-4.293335057722868,NA,NA,NA,0.2311415870558634
low-salinity,corrected_fc,auc_total,71-47,-1.698912180551961,NA,NA,NA,0.9999680124579933
low-salinity,corrected_fc,auc_total,72-47,-1.6522087419463372,NA,NA,NA,0.999976829373184
low-salinity,corrected_fc,auc_total,74-47,-2.4884765599237006,NA,NA,NA,0.9861094011004891
low-salinity,corrected_fc,auc_total,76-47,0.17766408509387865,NA,NA,NA,1
low-salinity,corrected_fc,auc_total,77-47,0.7011074544260065,NA,NA,NA,1
low-salinity,corrected_fc,auc_total,78-47,6.5663254541975835,NA,NA,NA,0.0069498742316922435
low-salinity,corrected_fc,auc_total,79-47,-2.6165755670063415,NA,NA,NA,0.9588339880672655
low-salinity,corrected_fc,auc_total,80-47,-2.6160753939470123,NA,NA,NA,0.9716555382953472
low-salinity,corrected_fc,auc_total,82-47,-0.7251665708737374,NA,NA,NA,1
low-salinity,corrected_fc,auc_total,83-47,-3.475048226097563,NA,NA,NA,0.6847606766328669
low-salinity,corrected_fc,auc_total,84-47,-3.559138543479154,NA,NA,NA,0.6578672261696901
low-salinity,corrected_fc,auc_total,85-47,-4.011093679412733,NA,NA,NA,0.4257941265803802
low-salinity,corrected_fc,auc_total,88-47,0.7145346797675263,NA,NA,NA,1
low-salinity,corrected_fc,auc_total,90-47,-1.9766127506980684,NA,NA,NA,0.9997004296736324
low-salinity,corrected_fc,auc_total,49-48,-2.4103373009354474,NA,NA,NA,0.9939856411247541
low-salinity,corrected_fc,auc_total,50-48,-5.919878316364537,NA,NA,NA,0.009122689875151635
low-salinity,corrected_fc,auc_total,51-48,-5.375970492404338,NA,NA,NA,0.03317308610188818
low-salinity,corrected_fc,auc_total,54-48,0.5219204352365221,NA,NA,NA,1
low-salinity,corrected_fc,auc_total,55-48,-6.331149922428058,NA,NA,NA,0.005632521780278843
low-salinity,corrected_fc,auc_total,57-48,-6.3904988891628864,NA,NA,NA,0.0027730020325753557
low-salinity,corrected_fc,auc_total,60-48,-6.148629041055992,NA,NA,NA,0.004790372528594489
low-salinity,corrected_fc,auc_total,61-48,-6.053750006515087,NA,NA,NA,0.006281419877834704
low-salinity,corrected_fc,auc_total,70-48,-6.69704716756021,NA,NA,NA,9.049036737742711e-4
low-salinity,corrected_fc,auc_total,71-48,-4.102624290389302,NA,NA,NA,0.44072669754722704
low-salinity,corrected_fc,auc_total,72-48,-4.055920851783679,NA,NA,NA,0.44540009442654493
low-salinity,corrected_fc,auc_total,74-48,-4.892188669761042,NA,NA,NA,0.11702152345245387
low-salinity,corrected_fc,auc_total,76-48,-2.226048024743463,NA,NA,NA,0.9987283679972765
low-salinity,corrected_fc,auc_total,77-48,-1.702604655411335,NA,NA,NA,0.999986665905201
low-salinity,corrected_fc,auc_total,78-48,4.162613344360242,NA,NA,NA,0.6280574973787758
low-salinity,corrected_fc,auc_total,79-48,-5.020287676843683,NA,NA,NA,0.05864259774621017
low-salinity,corrected_fc,auc_total,80-48,-5.019787503784354,NA,NA,NA,0.08249834919891685
low-salinity,corrected_fc,auc_total,82-48,-3.128878680711079,NA,NA,NA,0.936234250541194
low-salinity,corrected_fc,auc_total,83-48,-5.8787603359349045,NA,NA,NA,0.011728415105470846
low-salinity,corrected_fc,auc_total,84-48,-5.9628506533164956,NA,NA,NA,0.010856392365457324
low-salinity,corrected_fc,auc_total,85-48,-6.4148057892500745,NA,NA,NA,0.003693644263455642
low-salinity,corrected_fc,auc_total,88-48,-1.6891774300698152,NA,NA,NA,0.9999952195454886
low-salinity,corrected_fc,auc_total,90-48,-4.38032486053541,NA,NA,NA,0.34505277307839755
low-salinity,corrected_fc,auc_total,50-49,-3.5095410154290896,NA,NA,NA,0.6467520313952981
low-salinity,corrected_fc,auc_total,51-49,-2.965633191468891,NA,NA,NA,0.8889183799597236
low-salinity,corrected_fc,auc_total,54-49,2.9322577361719695,NA,NA,NA,0.9809074980576187
low-salinity,corrected_fc,auc_total,55-49,-3.920812621492611,NA,NA,NA,0.5002575178030682
low-salinity,corrected_fc,auc_total,57-49,-3.980161588227439,NA,NA,NA,0.3977476202475767
low-salinity,corrected_fc,auc_total,60-49,-3.7382917401205447,NA,NA,NA,0.51331624320559055
low-salinity,corrected_fc,auc_total,61-49,-3.6434127055796397,NA,NA,NA,0.5689389468852747
low-salinity,corrected_fc,auc_total,70-49,-4.286709866624762,NA,NA,NA,0.233797236895258
low-salinity,corrected_fc,auc_total,71-49,-1.692286989453855,NA,NA,NA,0.9999701911953178
low-salinity,corrected_fc,auc_total,72-49,-1.6455835508482313,NA,NA,NA,0.999978466825423
low-salinity,corrected_fc,auc_total,74-49,-2.4818513688255948,NA,NA,NA,0.9865659745212794
low-salinity,corrected_fc,auc_total,76-49,0.18428927619198454,NA,NA,NA,1
low-salinity,corrected_fc,auc_total,77-49,0.7077326455241124,NA,NA,NA,1
low-salinity,corrected_fc,auc_total,78-49,6.572950645295689,NA,NA,NA,0.006832376320582645
low-salinity,corrected_fc,auc_total,79-49,-2.6099503759082356,NA,NA,NA,0.9599495507185303
low-salinity,corrected_fc,auc_total,80-49,-2.6094502028489064,NA,NA,NA,0.9724675829277297
low-salinity,corrected_fc,auc_total,82-49,-0.7185413797756315,NA,NA,NA,1
low-salinity,corrected_fc,auc_total,83-49,-3.468423034999457,NA,NA,NA,0.6883949850195706
low-salinity,corrected_fc,auc_total,84-49,-3.552513352381048,NA,NA,NA,0.6615478184645871
low-salinity,corrected_fc,auc_total,85-49,-4.004468488314627,NA,NA,NA,0.4293724416110346
low-salinity,corrected_fc,auc_total,88-49,0.7211598708656322,NA,NA,NA,1
low-salinity,corrected_fc,auc_total,90-49,-1.9699875595999625,NA,NA,NA,0.9997166094865904
low-salinity,corrected_fc,auc_total,51-50,0.5439078239601987,NA,NA,NA,1
low-salinity,corrected_fc,auc_total,54-50,6.441798751601059,NA,NA,NA,0.01283839923313812
low-salinity,corrected_fc,auc_total,55-50,-0.4112716060635213,NA,NA,NA,1
low-salinity,corrected_fc,auc_total,57-50,-0.47062057279834946,NA,NA,NA,1
low-salinity,corrected_fc,auc_total,60-50,-0.22875072469145508,NA,NA,NA,1
low-salinity,corrected_fc,auc_total,61-50,-0.13387169015055012,NA,NA,NA,1
low-salinity,corrected_fc,auc_total,70-50,-0.7771688511956727,NA,NA,NA,0.9999999999960137
low-salinity,corrected_fc,auc_total,71-50,1.8172540259752346,NA,NA,NA,0.9998949196381457
